lemma,rank,translation,english_definition,original_lemma,pos
rumba,22393,party,noun,rumba,n
triangular,22394,triangular,adjective,triangular,adj
vigilaba,22395,to watch over,verb,vigilar,v
aclaración,22396,explanation,noun,aclaración,n
adoptivo,22397,foster; adoptive,adjective,adoptivo,adj
apago,22398,to extinguish; to douse,verb,apagar,v
bayona,22399,Bayonne,proper noun,Bayona,prop
biotecnología,22400,biotechnology,noun,biotecnología,n
contraataque,22401,counterattack; counterstrike,noun,contraataque,n
decirtelo,22402,to say; to tell,,decirtelo,none
delatar,22403,to inform on; squeal; to rat out,verb,delatar,v
mimo,22404,caress; cuddle,noun,mimo,n
recopilación,22405,summary; compendium,noun,recopilación,n
vaciado,22406,casting,verb,vaciar,v
voltea,22407,turn,verb,voltear,v
adelantos,22408,progress; advancement; improvement,noun,adelanto,n
ancestrales,22409,ancestral,adjective,ancestral,adj
batear,22410,to bat,verb,batear,v
critican,22411,to criticize,verb,criticar,v
decena,22412,ten,noun,decena,n
eliminarlo,22413,to eliminate,verb,eliminar,v
fortalece,22414,to fortify; strengthen,verb,fortalecer,v
halaga,22415,flattery,verb,halagar,v
marché,22416,to go; travel,verb,marchar,v
meterá,22417,to put in; insert,verb,meter,v
picas,22418,spades,noun,pica,n
pileta,22419,basin,noun,pileta,n
usarás,22420,to use,verb,usar,v
arreglarla,22421,to fix; to repair; to mend,verb,arreglar,v
brutos,22422,ignorant; stupid,adjective,bruto,adj
checo,22423,Czech,adjective,checo,adj
constantino,22424,given name,proper noun,Constantino,prop
contestaré,22425,to reply; retort; answer; respond,verb,contestar,v
destruiste,22426,to destroy,verb,destruir,v
diseñadas,22427,designed,adjective,diseñado,adj
ejecutando,22428,to execute; to run,verb,ejecutar,v
elfos,22429,elf,noun,elfo,n
estabilizar,22430,to stabilize,verb,estabilizar,v
inerte,22431,inert,adjective,inerte,adj
manualmente,22432,manually; by hand; on hand; to hand,adverb,manualmente,adv
mella,22433,nick; dent; scratch,proper noun,Mella,prop
preocupé,22434,to worry; to concern; to trouble; to be worrisome to; to preoccupy,verb,preocupar,v
pulsa,22435,pulse,verb,pulsar,v
purga,22436,purge,noun,purga,n
revisaron,22437,to revise,verb,revisar,v
suplicar,22438,to beg,verb,suplicar,v
apurarnos,22439,to drain; use up completely,verb,apurar,v
bilis,22440,bile,noun,bilis,n
confesarte,22441,to confess; to come clean about,verb,confesar,v
dejada,22442,drop shot,adjective,dejado,adj
griegas,22443,Greek,adjective,griego,adj
lagrimas,22444,tear; teardrop,verb,lagrimar,v
obligadas,22445,obliged; obligated,adjective,obligado,adj
placentera,22446,pleasant (giving pleasure,adjective,placentero,adj
portazo,22447,the act of slamming a door,noun,portazo,n
quimera,22448,chimera,noun,quimera,n
salías,22449,to go out; to leave; to depart; to head out,verb,salir,v
solterona,22450,spinster; old maid,noun,solterón,n
éticas,22451,ethic,noun,ética,n
acordarse,22452,to agree,verb,acordar,v
alcanzada,22453,in debt,adjective,alcanzado,adj
apaches,22454,Apache,noun,apache,n
atacará,22455,to attack; to come at,verb,atacar,v
caracterización,22456,characterization,noun,caracterización,n
deslizamiento,22457,slipping,noun,deslizamiento,n
devolveremos,22458,to return; refund; restore; give back; hand back; bring back; send back etc,verb,devolver,v
dignas,22459,given name,adjective,digno,adj
déjese,22460,accent,verb,dejar,v
humeante,22461,smoking,adjective,humeante,adj
impacientes,22462,impatient,adjective,impaciente,adj
lotes,22463,Lot,noun,lote,n
mayorías,22464,majority,noun,mayoría,n
observarse,22465,to observe; to eye,verb,observar,v
sociópata,22466,sociopath,noun,sociópata,n
tablón,22467,plank,noun,tablón,n
abrazado,22468,to hug; to embrace,verb,abrazar,v
asquerosas,22469,disgusting; repulsive; gross; distasteful,adjective,asqueroso,adj
colaborado,22470,to collaborate,verb,colaborar,v
condicionada,22471,synonym of acondicionado,adjective,condicionado,adj
contadas,22472,counted,verb,contar,v
cubículo,22473,cubicle,noun,cubículo,n
dominicanos,22474,Dominica,adjective,dominicano,adj
ejecutada,22475,executed,adjective,ejecutado,adj
emancipación,22476,emancipation,noun,emancipación,n
favorablemente,22477,favorably,adverb,favorablemente,adv
mota,22478,speck; mote,noun,mota,n
pacificación,22479,pacification,noun,pacificación,n
porristas,22480,cheerleader,noun,porrista,n
sobresale,22481,to stick out; to protrude; to jut out; to project,verb,sobresalir,v
torcida,22482,wick,adjective,torcido,adj
vacunación,22483,vaccination,noun,vacunación,n
vendan,22484,to bandage,verb,vender,v
viñedo,22485,vineyard,noun,viñedo,n
abrían,22486,to open; open up,verb,abrir,v
cabecilla,22487,leader; boss,noun,cabecilla,n
calculó,22488,to calculate,verb,calcular,v
destacando,22489,to detach troops,verb,destacar,v
felicitarte,22490,to congratulate,verb,felicitar,v
ipc,22491,initialism of índice de precios al consumo,noun,IPC,n
porfirio,22492,given name,proper noun,Porfirio,prop
regalaron,22493,to give as a present; to gift,verb,regalar,v
asistiendo,22494,to attend,verb,asistir,v
bolitas,22495,marble,noun,bolita,n
cometes,22496,to commit,verb,cometer,v
contrariamente,22497,contrary,adverb,contrariamente,adv
cunningham,22498,cunningham,,cunningham,none
diálisis,22499,dialysis,noun,diálisis,n
dominaba,22500,to dominate,verb,dominar,v
flexión,22501,curl,noun,flexión,n
funciono,22502,to work; to function,verb,funcionar,v
hacérselo,22503,to do,verb,hacer,v
ipod,22504,ipod,,ipod,none
jano,22505,Janus,proper noun,Jano,prop
manejamos,22506,to handle,verb,manejar,v
maniático,22507,cranky; crazy,noun,maniático,n
martinis,22508,martini,noun,martini,n
onofre,22509,Onuphrius,proper noun,Onofre,prop
preventivo,22510,preventive; preemptive,adjective,preventivo,adj
agregando,22511,to add; collect; aggregate; collate; gather,verb,agregar,v
buscarse,22512,to seek; search for; look for; try to find; to scour,verb,buscar,v
chal,22513,shawl,noun,chal,n
coloquio,22514,colloquy,noun,coloquio,n
computadores,22515,computer,noun,computador,n
contestan,22516,to reply; retort; answer; respond,verb,contestar,v
desterrado,22517,banished,adjective,desterrado,adj
llamáis,22518,to summon; to call,verb,llamar,v
procederá,22519,to proceed,verb,proceder,v
ropero,22520,clothes,noun,ropero,n
alargar,22521,to lengthen,verb,alargar,v
aretes,22522,earring,noun,arete,n
asomo,22523,appearance,noun,asomo,n
atendía,22524,to pay attention to,verb,atender,v
castrense,22525,military,adjective,castrense,adj
combatiente,22526,fighting; fight-,noun,combatiente,n
continuaban,22527,to continue; to carry on,verb,continuar,v
disculpó,22528,to excuse; forgive; pardon,verb,disculpar,v
elmer,22529,given name,proper noun,Elmer,prop
emborracharme,22530,to intoxicate; inebriate,verb,emborrachar,v
empeoró,22531,to worsen; to make worse; to exacerbate,verb,empeorar,v
fermentación,22532,fermentation,noun,fermentación,n
fusilado,22533,to execute by firing squad,verb,fusilar,v
goleador,22534,high-scoring,noun,goleador,n
necesitando,22535,to need,verb,necesitar,v
sociable,22536,sociable,adjective,sociable,adj
tributos,22537,tribute,noun,tributo,n
abrazando,22538,to hug; to embrace,verb,abrazar,v
certidumbre,22539,certainty,noun,certidumbre,n
concertar,22540,to arrange; to set up,verb,concertar,v
cónyuges,22541,spouse; consort,noun,cónyuge,n
declararse,22542,to declare,verb,declarar,v
desenterrar,22543,to exhume; to disinter,verb,desenterrar,v
efectuará,22544,to carry out,verb,efectuar,v
heterosexuales,22545,heterosexual,adjective,heterosexual,adj
idealismo,22546,idealism,noun,idealismo,n
meticuloso,22547,meticulous,adjective,meticuloso,adj
muriéndose,22548,to die,verb,morir,v
olivos,22549,A locality in Buenos Aires; Argentina,noun,olivo,n
proponemos,22550,to nominate,verb,proponer,v
pásala,22551,raisin,verb,pasar,v
sectas,22552,sect,noun,secta,n
violetas,22553,violet,adjective,violeta,adj
aloja,22554,lark,verb,alojar,v
audaces,22555,audacious; bold; daring,adjective,audaz,adj
bebedor,22556,drinking,noun,bebedor,n
calambre,22557,cramp,noun,calambre,n
confusos,22558,confused,adjective,confuso,adj
conservaba,22559,to conserve,verb,conservar,v
conspiradores,22560,conspirator,noun,conspirador,n
crucificado,22561,crucified,adjective,crucificado,adj
demandó,22562,to insist; ask; request,verb,demandar,v
edil,22563,formal title for a mayor,noun,edil,n
escribiría,22564,to write,verb,escribir,v
exhaustivo,22565,exhaustive; thorough,adjective,exhaustivo,adj
facción,22566,faction; group,noun,facción,n
guardacostas,22567,coastguard,noun,guardacostas,n
incompatible,22568,incompatible,adjective,incompatible,adj
latigazos,22569,lash; whiplash,noun,latigazo,n
premonición,22570,premonition,noun,premonición,n
pudín,22571,pudding,noun,pudín,n
radiología,22572,radiology,noun,radiología,n
sondas,22573,probe,noun,sonda,n
aconsejado,22574,wise,verb,aconsejar,v
afectivo,22575,affective,adjective,afectivo,adj
barniz,22576,varnish; gloss,noun,barniz,n
bel,22577,synonym of bello,noun,bel,n
centinelas,22578,sentinel; sentry; guard,noun,centinela,n
cocida,22579,cooked; boiled,adjective,cocido,adj
coliflor,22580,cauliflower,noun,coliflor,n
descansan,22581,to rest; relax,verb,descansar,v
emborracharse,22582,to intoxicate; inebriate,verb,emborrachar,v
esperarlo,22583,to wait; to hold on,verb,esperar,v
formulado,22584,formulary,verb,formular,v
imprime,22585,to print,verb,imprimir,v
incesto,22586,incest,noun,incesto,n
malversación,22587,embezzlement; malversation,noun,malversación,n
pizzería,22588,pizzeria,noun,pizzería,n
subordinado,22589,subordinate; subordinating,adjective,subordinado,adj
tesorería,22590,treasury; treasurership,noun,tesorería,n
avergonzarme,22591,to shame,verb,avergonzar,v
bateo,22592,batting,noun,bateo,n
cumplimos,22593,to fulfil; to fulfill; to meet; to deliver,verb,cumplir,v
daneses,22594,Danish,adjective,danés,adj
elle,22595,they; them,noun,elle,n
expresando,22596,to express,verb,expresar,v
genital,22597,genital,adjective,genital,adj
importados,22598,foreign,adjective,importado,adj
invicto,22599,invincible; unbeatable,adjective,invicto,adj
lograré,22600,to get; to obtain,verb,lograr,v
osorio,22601,surname; the 36th most common in Colombia,proper noun,Osorio,prop
paparazzi,22602,paparazzo,noun,paparazzi,n
remuneración,22603,payment; recompense; remuneration,noun,remuneración,n
acuso,22604,to accuse; charge; indict,verb,acusar,v
alumbrado,22605,drunk,noun,alumbrado,n
bajarme,22606,to go down; come down,verb,bajar,v
denunciaron,22607,to denounce,verb,denunciar,v
emitiendo,22608,to issue,verb,emitir,v
encontrarían,22609,to meet,verb,encontrar,v
especificidad,22610,specificity,noun,especificidad,n
estereotipos,22611,stereotype,noun,estereotipo,n
evoluciona,22612,to evolve; develop,verb,evolucionar,v
febril,22613,febrile; feverish,adjective,febril,adj
hospitalaria,22614,hospital,adjective,hospitalario,adj
marcaba,22615,to mark; to set,verb,marcar,v
paternal,22616,paternal; fatherly,adjective,paternal,adj
preguntarán,22617,to ask,verb,preguntar,v
proverbio,22618,proverb,noun,proverbio,n
rousseau,22619,Jean-Jacques Rousseau; Genevan philosopher,proper noun,Rousseau,prop
tostadora,22620,toaster,noun,tostadora,n
veloces,22621,fast; quick; speedy,adjective,veloz,adj
vestigios,22622,vestige,noun,vestigio,n
agregan,22623,to add; collect; aggregate; collate; gather,verb,agregar,v
arrestarte,22624,to arrest,verb,arrestar,v
caserío,22625,country house; especially one in Navarre or Basque Country,noun,caserío,n
conspiraciones,22626,conspiracy,noun,conspiración,n
electromagnética,22627,electromagnetic,adjective,electromagnético,adj
emergentes,22628,emerging; upcoming,adjective,emergente,adj
ester,22629,Esther,proper noun,Ester,prop
medicinal,22630,medicinal,adjective,medicinal,adj
mánager,22631,manager,noun,mánager,n
netanyahu,22632,surname,proper noun,Netanyahu,prop
pescuezo,22633,scruff of the neck,noun,pescuezo,n
productoras,22634,female equivalent of productor (“producer,noun,productor,n
repisa,22635,shelf; ledge,noun,repisa,n
reponer,22636,to replace,verb,reponer,v
sabana,22637,savanna,noun,sabana,n
saudita,22638,Saudi,noun,saudita,n
tegucigalpa,22639,Tegucigalpa,proper noun,Tegucigalpa,prop
tieso,22640,stiff; rigid,adjective,tieso,adj
toleraré,22641,to tolerate,verb,tolerar,v
zamorano,22642,surname,proper noun,Zamorano,prop
albornoz,22643,burnoose,proper noun,Albornoz,prop
coleccionistas,22644,collector,noun,coleccionista,n
compulsivo,22645,compulsive,adjective,compulsivo,adj
doctrinas,22646,teaching,noun,doctrina,n
drásticamente,22647,drastically,adverb,drásticamente,adv
exhiben,22648,to exhibit; to show,verb,exhibir,v
fachadas,22649,façade,noun,fachada,n
fichero,22650,file; file box,noun,fichero,n
flandes,22651,Flanders,proper noun,Flandes,prop
machista,22652,male chauvinistic,adjective,machista,adj
pronunciamiento,22653,pronouncement; declaration,noun,pronunciamiento,n
áspera,22654,rough; scratchy; coarse (not smooth,adjective,áspero,adj
aficiones,22655,fondness; inclination,noun,afición,n
afilados,22656,sharp,adjective,afilado,adj
cancelarlo,22657,to cancel; call off,verb,cancelar,v
cotidianos,22658,daily; quotidian,adjective,cotidiano,adj
desata,22659,to untie; undo; unfasten; unleash,verb,desatar,v
detergente,22660,detergent,noun,detergente,n
fonda,22661,small; inexpensive restaurant,noun,fonda,n
inclinarse,22662,to tilt,verb,inclinar,v
manchada,22663,spotted,adjective,manchado,adj
mandarte,22664,to send,verb,mandar,v
presionó,22665,to pressure,verb,presionar,v
raines,22666,rainer,,raines,none
resorte,22667,spring,noun,resorte,n
unísono,22668,unisonous,noun,unísono,n
afronta,22669,to defy; to brave,verb,afrontar,v
cancelaron,22670,to cancel; call off,verb,cancelar,v
chucho,22671,mutt; mongrel,proper noun,Chucho,prop
clítoris,22672,clitoris,noun,clítoris,n
confidencias,22673,confidence; trust,noun,confidencia,n
dramáticas,22674,dramatics,adjective,dramático,adj
duero,22675,Douro,proper noun,Duero,prop
festivos,22676,festive,adjective,festivo,adj
ibérico,22677,Iberian,adjective,ibérico,adj
lanzadera,22678,shuttle,noun,lanzadera,n
largarte,22679,to chase away,verb,largar,v
limites,22680,limitation,noun,limite,n
luminosos,22681,luminous; bright,adjective,luminoso,adj
manco,22682,one-handed; one-armed; maimed,noun,manco,n
oregón,22683,Oregon,proper noun,Oregón,prop
papilla,22684,baby food,noun,papilla,n
pisó,22685,floor; ground,verb,pisar,v
seguías,22686,to follow,verb,seguir,v
sigilosamente,22687,sneakily; secretively; discreetly,adverb,sigilosamente,adv
sésamo,22688,sesame,noun,sésamo,n
vertido,22689,tipping,verb,verter,v
alusiones,22690,allusion,noun,alusión,n
arrepentirse,22691,to regret,verb,arrepentirse,v
artificio,22692,artifact,noun,artificio,n
atrapo,22693,to capture,verb,atrapar,v
caprichosa,22694,whimsical; capricious; wayward,adjective,caprichoso,adj
desprendimiento,22695,loosening,noun,desprendimiento,n
diagnosticar,22696,to diagnose,verb,diagnosticar,v
dialecto,22697,dialect,noun,dialecto,n
disneylandia,22698,Disneyland,proper noun,Disneylandia,prop
dándote,22699,to give; to give out,verb,dar,v
entredicho,22700,question; doubt,noun,entredicho,n
extraviado,22701,out of the way,adjective,extraviado,adj
fingido,22702,false; deceptive; pretend; phony,adjective,fingido,adj
fracciones,22703,fraction,noun,fracción,n
gringos,22704,a fair-skinned foreigner whose native language is not Spanish,noun,gringo,n
procesando,22705,to process,verb,procesar,v
recuperaremos,22706,to recover,verb,recuperar,v
talle,22707,size (dimensions or magnitude of a thing,noun,talle,n
actualizado,22708,up to date,verb,actualizar,v
asaltó,22709,assault,verb,asaltar,v
brasas,22710,hot coal; ember,noun,brasa,n
canarios,22711,of; from or relating to the Canary Islands; Spain,noun,canario,n
