rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,participle_relation,participle_form,participle_family,participle_gender,participle_number,participle_confidence,participle_reason
23609,invertida,invertido,inverted; upside down (feminine singular),inverted; upside down (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23638,gruñido,gruñido,oink,oink (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23796,extendidos,extendido,extended (masculine plural),extended (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
23801,minusválidos,minusválido,disabled; handicapped (masculine plural),disabled; handicapped (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
23839,podridas,podrido,rotten; addled; spoiled (feminine plural),rotten; addled; spoiled (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
23882,recluido,recluir,imprisoned,imprisoned (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23964,movidas,movido,eventful; turbulent (feminine plural),eventful; turbulent (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
23983,erguida,erguido,upright (feminine singular),upright (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23987,leídos,leído,well-read (masculine plural),well-read (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,ídos,accented_idos,masculine,plural,high,regular_ido_participle_match
24008,seducido,seducir,seduced,seduced (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24033,venidas,venida,coming; arrival (plural),coming; arrival (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
24072,reprimida,reprimido,repressed (feminine singular),repressed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
24091,nutrido,nutrido,well-stocked,well-stocked (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24101,cogidos,cogido,taken (masculine plural),taken (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
24168,intrépido,intrépido,fearless,fearless (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24247,cosido,cosido,sewing,sewing (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24298,reconstruido,reconstruir,rebuilded,rebuilded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24317,llovido,llover,rained,rained (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24416,precavido,precavido,careful; cautious,careful; cautious (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24417,preferidas,preferido,preferred; of choice (feminine plural),preferred; of choice (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
24419,ronquidos,ronquido,snore (masculine plural),snore (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
24591,invertidos,invertido,inverted; upside down (masculine plural),inverted; upside down (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
24618,nacidas,nacido,born; alive (feminine plural),born; alive (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
24715,conseguida,conseguido,achieved (feminine singular),achieved (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
24830,aullido,aullido,ook; yip; howl; howling,ook; yip; howl; howling (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24861,chasquido,chasquido,crackling; a whipping; clicking or similar sound,crackling; a whipping; clicking or similar sound (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
24944,resentida,resentido,bitter; resentful (feminine singular),bitter; resentful (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
24969,rígidas,rígido,rigid; stiff (feminine plural),rigid; stiff (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
25032,combatido,combatir,combated or fight,combated or fight (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
25141,fallida,fallido,failed; unsuccessful (feminine singular),failed; unsuccessful (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
25287,instruido,instruido,learned,learned (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
25293,adquiridas,adquirido,gained; acquired; procured (feminine plural),gained; acquired; procured (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
25305,entrometida,entrometido,nosy; intrusive; meddlesome (feminine singular),nosy; intrusive; meddlesome (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
25316,salidos,salido,sticking out (masculine plural),sticking out (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
25380,desapercibida,desapercibido,discreet; unnoticed; inconspicuous (feminine singular),discreet; unnoticed; inconspicuous (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
