lemma,sentence,english_sentence
mírala,Vamos a esperar más mírala de verdad mírala.,Let's wait longer. Look at her for real.
conejos,Ni siquiera nos quieren dejar a los conejos.,They don't even want to leave us rabbits.
bacterias,Está seguro que las bacterias no son peligrosas.,You're sure bacteria aren't dangerous.
dinamita,Le dio dinamita a un niño de años.,He gave dynamite to a year-old boy.
puentes,Uno de los puentes más románticos en parís.,One of the most romantic bridges in Paris.
colchón,Así es cariño pero no es el colchón.,"That's right, honey, but it's not the mattress."
formidable,Va a ser formidable volverle a ver actuar.,It's gonna be great to see him perform again.
conseguirás,Así que yo soy todo lo que conseguirás.,So I'm all you'll get.
recipiente,Así que lo que hay en el recipiente.,So what's in the container.
pito,Lo único que te falta es un pito.,All you need is a dick.
dibujar,Por qué tienes la necesidad de dibujar esto.,Why you need to draw this.
involucrada,No quiero verme involucrada con gente como tú.,I don't want to get involved with people like you.
cicatrices,Ah así es como se hizo esas cicatrices.,"Ah, that's how he got those scars."
extraterrestre,De que este es un legítimo contacto extraterrestre.,That this is a legitimate alien contact.
sexta,Bienvenidos a la sexta conferencia de la temporada.,Welcome to the sixth conference of the season.
todopoderoso,Creo en un sólo dios justo y todopoderoso.,I believe in one just and almighty god.
paralelo,Está cerrando un trato paralelo con la kgb.,He's closing a parallel deal with the kgb.
adán,Era lo suficientemente bueno para adán y eva.,He was good enough for Adam and Eva.
peinado,Será porque me he peinado de otro modo.,It's because I've combed my hair differently.
cambiarme,Tengo que cambiarme y recoger a mi hijo.,I have to change and pick up my son.
agujas,Agujas en la cara placer en la base.,Needles on the face pleasure at the base.
carnaval,Es como estar en río para el carnaval.,It's like being in the river for the carnival.
escasez,Hay un poco de una escasez de agua.,There's a bit of a water shortage.
valla,No puedo creer que valla a decir esto.,I can't believe I'm going to say this.
exitoso,El único matrimonio exitoso fue con mi trabajo.,The only successful marriage was with my job.
maduro,Muy maduro de tu parte el haber venido.,Very mature of you to have come.
ignorante,No sabes lo que es eso bastardo ignorante.,You don't know what that ignorant bastard is.
monitor,El monitor del bebé está recogiendo la señal.,The baby's monitor is picking up the signal.
optimismo,No te vendría mal un poco de optimismo.,You could use some optimism.
tribus,Ahora la gente se está reagrupando en tribus.,Now people are regrouping into tribes.
hurra,Es el cumpleaños de alguien hurra hurra hurra.,It's someone's birthday hurrah hurrah hurrah.
internado,Te voy a dejar ir a ese internado.,I'm gonna let you go to that boarding school.
novias,Esta película es una película sobre novias extranjeras.,This movie is a movie about foreign girlfriends.
exportación,B en caso de exportación de otras mercancías.,B in the case of exportation of other goods.
nativos,Bueno es hora de conocer a los nativos.,"Well, it's time to meet the natives."
déjale,Está bien déjale que viva en otro lugar.,"All right, let him live somewhere else."
tenso,Se puede ver que estás tenso desde aquí.,You can see you're tense from here.
movía,Se movía como un gato rápido y elegante.,"He moved like a fast, elegant cat."
maniobras,He estado revisando maniobras pasadas del equipo rojo.,I've been checking past Red Team maneuvers.
batallón,Qué va a hacer el resto del batallón.,What the rest of the battalion will do.
sonda,No funciona el control remoto de la sonda.,The remote control of the probe doesn't work.
adolescencia,No voy a hacer esto toda mi adolescencia.,I'm not gonna do this all my teens.
peticiones,El distrito ni siquiera nos respondió las peticiones.,The district didn't even respond to our requests.
vagón,No me viste estaba en el primer vagón.,You didn't see me. I was in the first car.
suspira,Suspira oigo que ha estado buscando para esto.,I hear you've been looking for this.
ganará,Ese niño ganará miles de millones de dólares.,That kid's gonna make billions of dollars.
sirviente,La ley es la sirviente de la justicia.,The law is the servant of justice.
instantes,También ha habido instantes así en mi vida.,There have also been moments like this in my life.
pasajes,No era lo que esperaba en ciertos pasajes.,It wasn't what I expected in certain passages.
construcciones,Volumen total de las construcciones del estadio m.,Total volume of constructions of stadium m.
cavar,Éste es el único lugar donde podía cavar.,This is the only place I could dig.
herrera,Premio ángel herrera a la investigación en humanidades.,Herring angel award for research in humanities.
aviación,Al extremo norte de un campo de aviación.,To the north end of an aviation field.
pedirme,Lo único que tienes que hacer es pedirme.,All you have to do is ask me.
acompañarme,No tienes por qué acompañarme hasta la puerta.,You don't have to walk me to the door.
luto,El mundo está de luto por su muerte.,The world is in mourning for his death.
boletín,Leído creo que en el boletín de estudiantes.,Read I think in the student newsletter.
conectados,No creo que estos dos casos están conectados.,I don't think these two cases are connected.
letal,Me siento letal al borde de la locura.,I feel lethal to the edge of madness.
escucharte,No te aseguro que no van a escucharte.,I'm not sure they won't listen to you.
patear,Muy bien vamos a patear a este cerdo.,"All right, let's kick this pig."
dejaban,Ya no me dejaban entrar en el hospital.,They wouldn't let me into the hospital anymore.
discriminación,También hay discriminación en el mercado de trabajo.,There is also discrimination in the labour market.
perdonado,Él no te ha perdonado para la traición.,He has not forgiven you for treason.
médula,Quiero que hagan análisis de la médula ósea.,I want you to run bone marrow tests.
saliva,Se encuentra en la saliva de los insectos.,It is found in the saliva of insects.
chiflado,Es ese asesino en serie chiflado del juicio.,He's that crazy serial killer from the trial.
metieron,No fue donde la metieron en el maletero.,It wasn't where they put her in the trunk.
afortunados,Ellos son afortunados ellos ya tienen un trabajo.,They're lucky they already have a job.
decís,Pancho gallego y qué me decís de esto.,Galician Pancho and what do you tell me about this?
partidarios,Los europeos partidarios de la ayuda al desarrollo.,Europeans in favour of development aid.
aliviar,Hay que aliviar el tráfico de las carreteras.,Road traffic needs to be eased.
financiar,Para financiar los gastos de la unión europea.,To finance the expenditure of the European Union.
burgos,San pedro de la fuente barrio de burgos.,St. Peter's from the village fountain.
incorrecto,No estoy diciendo que todo sea totalmente incorrecto.,I'm not saying everything is totally wrong.
ambicioso,Su producción de julio césar con muy ambicioso.,His July production is very ambitious.
iniciativas,Iniciativas para el adelanto de la mujer rural.,Initiatives for the advancement of rural women.
globos,Son los globos lo que no me gustan.,It's balloons I don't like.
octavo,Ahí se fue su clase de octavo grado.,That's where his eighth grade class went.
entregas,Por qué no haces entregas también en milán.,Why don't you also make deliveries in Milan.
yate,De lo que no pasó en el yate.,About what didn't happen on the yacht.
morfina,Le voy a aplicar un poco de morfina.,I'm going to apply some morphine.
garantiza,Mientras tanto la unión soviética garantiza su apoyo.,Meanwhile the Soviet Union guarantees its support.
mirarlo,Por favor deja de mirarlo de esa manera.,Please stop looking at it that way.
derribar,Hay algo que quiero derribar a toca costa.,There's something I want to take down on the coast.
agricultores,Las copias de las escrituras de los agricultores.,Copies of farmers' deeds.
comunismo,El comunismo es un crimen contra la humanidad.,Communism is a crime against humanity.
vegetación,Por la antigüedad de esta vegetación diría que.,By the age of this vegetation I would say that.
brecha,Es por eso que hay esta brecha aquí.,That's why there's this gap here.
establecimientos,La clasificación de establecimientos comprenderá las siguientes categorías.,The classification of establishments shall comprise the following categories.
tratarse,De esto es de lo que debe tratarse.,This is what needs to be addressed.
casero,Tengo que preguntarle a mi casero un favor.,I have to ask my landlord a favor.
vinagre,Qué pasa que tienes esa cara de vinagre.,"What's the matter, you got that vinegar face."
tatuajes,Los mejores tatuajes del este de los ángeles.,The best tattoos in the east of the angels.
monetaria,La unión económica y monetaria forma un todo.,Economic and monetary union forms a whole.
orfanato,Por qué no pueden ir al mismo orfanato.,Why they can't go to the same orphanage.
diecisiete,Vamos no parece que vaya a cumplir diecisiete.,"Come on, it doesn't look like he's gonna be seventeen."
pollos,No me importa de dónde son los pollos.,I don't care where the chickens are from.
amargo,Es más amargo el llanto de los hijos.,The crying of children is more bitter.
