rank,sentence,english_sentence
19723,Vale bueno yo no soy una pasajera cualquiera.,"Okay, well, I'm not just a passenger."
19724,He visto una gran bestia de acero respiraba humo.,I saw a big steel beast breathing smoke.
19725,Tengo miedo de las barricadas.,I'm afraid of barricades.
19726,Se creará también un subcomité común de seguridad alimentaria.,A common subcommittee on food security will also be established.
19727,La corrupción florece en la oscuridad.,Corruption flourishes in the dark.
19728,No dijo nada de un grabador.,He didn't say anything about a tape recorder.
19729,De diciembre de inaugurada la residencia de los jesuitas.,From December of the inauguration of the residence of the Jesuits.
19730,Dijo que se marchaba del motel o se iba a casa.,He said he was leaving the motel or going home.
19731,Con una maza de este tamaño.,With a mace this size.
19732,Por la naciente rebelión del príncipe charles.,For Prince Charles' rising rebellion.
19733,Vamos a dedicar nuestro tiempo a escribir nuestras vivencias.,We will dedicate our time to writing down our experiences.
19734,Si ryan te ve aquí volará todo.,"If Ryan sees you here, he'll blow everything up."
19735,En el presente informe se aborda la parte.,The present report addresses the part.
19736,No tiene sentido cogerte a todas estas mujeres si eres gay.,There's no point in fucking all these women if you're gay.
19737,Luego descubres después de que podríamos haber hecho noches.,Then you find out after we could have made nights.
19738,Eres una chica muy insólita.,You're a very unusual girl.
19739,Ya sabes globos oculares sangrando esos tipos de cosas.,You know eyeballs bleeding those kinds of things.
19740,Estoy de acuerdo en que esta compañía está en una situación muy precaria.,I agree that this company is in a very precarious situation.
19741,Yo me llevo las salsas.,I'll take the sauces.
19742,Le serviré de todos modos.,I'll serve you anyway.
19743,Puso un alegato sobre la mesa.,He put a plea on the table.
19744,Es la amiguita de mi hermana.,She's my sister's little friend.
19745,Un cartucho de balas y algo más.,A cartridge of bullets and something else.
19746,Me da mucho gusto ver que estás bien y confiada.,I'm glad to see you're okay and confident.
19747,Es la única forma de convencerlos de que realmente estamos cooperando.,It's the only way to convince them that we're really cooperating.
19748,Entre el y el de los desempleados son jóvenes de menos de años.,"Between the unemployed and the unemployed, they are young people under the age of 18 years."
19749,Es parte de su dna.,It's part of his dna.
19750,Muchos evitan esa calle de noche.,Many avoid that street at night.
19751,Sin embargo el deseo de libertad de la gente es inconfundible.,"However, people's desire for freedom is unmistakable."
19752,La noche que la mano roja invadió nuestras prisiones.,The night the red hand invaded our prisons.
19753,Medio millón en efectivo por el de mi participación mayoritaria.,Half a million cash for my majority share.
19754,Son endémicos del este de la españa peninsular.,They are endemic to the east of the peninsular spain.
19755,Pensé que podría ser un buen pretendiente para ella.,I thought I might be a good suitor to her.
19756,De otra manera queda sellada.,Otherwise it's sealed.
19757,Ahora estoy seguro de que te convertirás en un gran mago cuando crezcas.,Now I'm sure you'll become a great magician when you grow up.
19758,El camino que va de la desolación a la comunidad.,The path from desolation to community.
19759,Una que se extendía desde córdoba en españa hasta samarcanda en asia central.,One that extended from córdoba in spain to samarkand in central Asia.
19760,De acuerdo con la fda.,According to the fda.
19761,La bomba no es un fiasco.,The bomb is not a fiasco.
19762,Creo que mi nombre estará en la guillotina.,I think my name will be on the guillotine.
19763,De hallarse con seguridad en el laboratorio mi compañero.,"If I were to be safely in the lab, my partner."
19764,Ya me harté de los hombres.,I'm done with men.
19765,El libro de job libro sagrado de la biblia antiguo testamento.,The book of Job Sacred Book of the Old Testament Bible.
19766,Artículo en el diario deportivo olé.,Article in the sports diary olé.
19767,A qui estamos preocupados por ti.,Where we're worried about you.
19768,Por esta razón mi gobierno ratificó el estatuto de roma.,That's why my government ratified the Rome Statute.
19769,Un poco tardío quizás pero igualmente maravilloso.,A little late perhaps but equally wonderful.
19770,De acuerdo está más que claro que eso no es un calamar vampiro bebé.,"Okay, it's more than clear that that's not a baby vampire squid."
19771,Es el programa de condicionamiento de fuera de temporada.,It's the off-season conditioning program.
19772,Qué visión de conjunto puede desprenderse de la estructura de la comunidad y de su ordenamiento.,What an overview can be drawn from the structure of the community and its ordering.
19773,Empero la consolidación de la paz conlleva urgencia.,But peace-building is urgent.
19774,Alcaldesa de la ciudad de huy desde.,Mayor of the city of escape from.
19775,Después de todo un diario matutino.,"After all, a morning paper."
19776,Tú dices que no eres digno de recibirlo.,You say you're not worthy to receive it.
19777,Cada hombre permaneció en su puesto rodeando el campo.,Each man remained at his post surrounding the field.
19778,Así que me inventé estas alertas académicas.,So I made up these academic alerts.
19779,No se andan con bobadas como aquí.,They don't mess around like here.
19780,De lo que realmente buscábamos.,What we were really looking for.
19781,La mafia los controlaba a todos.,The mob controlled them all.
19782,Estirando sus cuellos para obtener un vistazo.,Stretching his necks for a look.
19783,Vas a engordar de nuevo.,You're gonna get fat again.
19784,Es como un trozo de fierro.,It's like a piece of iron.
19785,Tal vez sean los pantalones flojos o su forma de bailar.,Maybe it's the loose pants or the way he dances.
19786,Por qué hay tantas linternas rojas.,Why there are so many red lanterns.
19787,Él fue magistral y lo adoro pero qué pasó.,He was masterful and I love him but what happened.
19788,Muéstranos que de verdad puedes hacerlo.,Show us you can really do it.
19789,Necesito hacer un escaneo pet de tu cerebro.,I need to do a pet scan of your brain.
19790,No me he sentido tan vivo desde que inventaron pizza de masa rellena.,I haven't felt so alive since they invented stuffed dough pizza.
19791,Aquí hay demasiada testosterona o algo así verdad.,There's too much testosterone here or something.
19792,Las trabas en la puerta ayudan.,Obstacles at the door help.
19793,Pensé que habías dicho ovnis eran una vasija de barro.,I thought you said UFOs were a clay pot.
19794,No tienes más posibilidades de alzar a tu madre.,You have no chance of raising your mother.
19795,Hay un montón de chiflados ahí fuera.,There's a lot of nuts out there.
19796,Sé lo que es un coito.,I know what intercourse is.
19797,Por qué tienes un aspecto desastroso.,Why you look like a mess.
19798,Por qué la compañía de mudanzas empaca por nosotros.,Why the moving company is packing for us.
19799,Oh se ha quedado empapada.,"Oh, she's been soaked."
19800,Te explotará en tu propia cara.,It'll blow up in your own face.
19801,Un no sé qué de extrañeza.,I don't know what's strange.
19802,Ellos no se fijan en las otras opciones.,They don't notice the other options.
19803,Bueno es parte del motor de iones.,"Well, it's part of the ion engine."
19804,Sólo tienes que pararte aquí hasta que termine.,You just have to stand here until it's over.
19805,El carruaje las recogerá a las en punto.,The carriage will pick them up at the right time.
19806,Ya he estado en dos revueltas de esclavos muchacho.,I've already been to two slave revolts boy.
19807,No creo que lo sorprendí.,I don't think I surprised him.
19808,Las medidas técnicas de carácter transitorio figuran en el anexo ii.,Transitional technical measures are set out in Annex ii.
19809,"Cuando unes las piezas, encaja todo.","When you join the pieces, everything fits."
19810,Ha estado en diversos partidos amistosos internacionales.,He's been to various international friendly parties.
19811,Antología del cuento corto del caribe colombiano.,Anthology of the short story of the Colombian Caribbean.
19812,No es propio de ti estar preocupado por los esposos celosos.,It's not like you to be worried about jealous husbands.
19813,Te vas a tener que conformar con el hermano malhumorado.,You're gonna have to settle for the grumpy brother.
19814,La escenografía corrió a cargo de antonio ioli.,The stage design was carried out by Antonio ioli.
