rank,lemma,original_lemma,new_translation,variant_relation,reason
15959,subterránea,subterráneo,underground; subterranean (feminine singular),feminine_of_original,o_to_a
15960,arándanos,arándano,bilberry; blueberry; cranberry (masculine plural),masculine_plural_of_original,o_to_os
15966,retirados,retirado,removed; retired; withdrawn (masculine plural),masculine_plural_of_original,o_to_os
15973,insegura,inseguro,unsure; uncertain (feminine singular),feminine_of_original,o_to_a
15974,concursantes,concursante,competing (plural),plural_of_original,plus_s
15976,ilustres,ilustre,illustrious (plural),plural_of_original,plus_s
15982,colgados,colgado,hanging (masculine plural),masculine_plural_of_original,o_to_os
15983,concentrados,concentrado,concentrated (masculine plural),masculine_plural_of_original,o_to_os
15988,explícita,explícito,explicit (feminine singular),feminine_of_original,o_to_a
16001,masivas,masivo,massive (feminine plural),feminine_plural_of_original,o_to_as
16014,lastimada,lastimado,hurt; injured (feminine singular),feminine_of_original,o_to_a
16017,secuelas,secuela,result; consequence (plural),plural_of_original,plus_s
16022,eliminatorias,eliminatorio,eliminatory (feminine plural),feminine_plural_of_original,o_to_as
16025,paranoica,paranoico,paranoid (feminine singular),feminine_of_original,o_to_a
16027,astros,astro,cosmic body; celestial body (masculine plural),masculine_plural_of_original,o_to_os
16044,decretos,decreto,decree (masculine plural),masculine_plural_of_original,o_to_os
16050,candidaturas,candidatura,candidacy (plural),plural_of_original,plus_s
16056,pulgares,pulgar,thumb; big toe (plural),plural_of_original,plus_es
16057,resueltos,resuelto,determined (masculine plural),masculine_plural_of_original,o_to_os
16059,ascensores,ascensor,lift; elevator (plural),plural_of_original,plus_es
16061,divorciados,divorciado,divorced (masculine plural),masculine_plural_of_original,o_to_os
16062,grasos,graso,fatty; greasy (masculine plural),masculine_plural_of_original,o_to_os
16064,mafiosos,mafioso,mafia (masculine plural),masculine_plural_of_original,o_to_os
16065,obvias,obvio,obvious (feminine plural),feminine_plural_of_original,o_to_as
16067,puñetazos,puñetazo,thump (masculine plural),masculine_plural_of_original,o_to_os
16069,aliviada,aliviado,eased; relieved; alleviated; unburdened (feminine singular),feminine_of_original,o_to_a
16076,asentamientos,asentamiento,settlement; habitation (masculine plural),masculine_plural_of_original,o_to_os
16077,bodegas,bodega,cellar (plural),plural_of_original,plus_s
16081,perversa,perverso,bad; mean; wicked (feminine singular),feminine_of_original,o_to_a
16085,informáticos,informático,computer (masculine plural),masculine_plural_of_original,o_to_os
16089,temblores,temblor,tremor (plural),plural_of_original,plus_es
16090,cabría,cabrío,goatish (feminine singular),feminine_of_original,o_to_a
16091,comparada,comparado,comparative (feminine singular),feminine_of_original,o_to_a
16093,ruda,rudo,rue (feminine singular),feminine_of_original,o_to_a
16094,sostenida,sostenido,supported (feminine singular),feminine_of_original,o_to_a
16096,comodidades,comodidad,goods; commodity (plural),plural_of_original,plus_es
16102,marcadas,marcado,marked; pronounced (feminine plural),feminine_plural_of_original,o_to_as
16103,marginados,marginado,ostracized; marginalized; cast out (masculine plural),masculine_plural_of_original,o_to_os
16104,calificada,calificado,qualified (feminine singular),feminine_of_original,o_to_a
16108,guitarras,guitarra,guitar (plural),plural_of_original,plus_s
16110,prestes,preste,I lend (plural),plural_of_original,plus_s
16111,recipientes,recipiente,vessel; container (plural),plural_of_original,plus_s
16121,mensajeros,mensajero,messenger (masculine plural),masculine_plural_of_original,o_to_os
16123,ridículos,ridículo,ridiculous (masculine plural),masculine_plural_of_original,o_to_os
16124,uniformados,uniformado,uniformed (masculine plural),masculine_plural_of_original,o_to_os
16125,balazos,balazo,shot; gunshot (masculine plural),masculine_plural_of_original,o_to_os
16129,pedacitos,pedacito,small piece (masculine plural),masculine_plural_of_original,o_to_os
16133,estribos,estribo,stirrup (masculine plural),masculine_plural_of_original,o_to_os
16135,portadores,portador,bearer; carrier (plural),plural_of_original,plus_es
16137,repleta,repleto,full; filled; replete (feminine singular),feminine_of_original,o_to_a
16142,comprensiva,comprensivo,supportive; sympathetic; understanding (feminine singular),feminine_of_original,o_to_a
16146,maderas,madera,wood (plural),plural_of_original,plus_s
16148,pilla,pillo,clever (feminine singular),feminine_of_original,o_to_a
16150,suizos,suizo,Swiss (masculine plural),masculine_plural_of_original,o_to_os
16154,ferias,feria,fair (plural),plural_of_original,plus_s
16155,fronteriza,fronterizo,border (feminine singular),feminine_of_original,o_to_a
16158,marítima,marítimo,maritime (feminine singular),feminine_of_original,o_to_a
16160,servilletas,servilleta,napkin (plural),plural_of_original,plus_s
16168,descargas,descarga,unloading (plural),plural_of_original,plus_s
16170,ideológicas,ideológico,ideological (feminine plural),feminine_plural_of_original,o_to_as
16172,protectores,protector,protective (plural),plural_of_original,plus_es
16174,soberana,soberano,sovereign (feminine singular),feminine_of_original,o_to_a
16175,típicas,típico,typical (feminine plural),feminine_plural_of_original,o_to_as
16180,insignificantes,insignificante,insignificant (plural),plural_of_original,plus_s
16182,reducidos,reducido,reduced (masculine plural),masculine_plural_of_original,o_to_os
16183,brava,bravo,angry; furious (feminine singular),feminine_of_original,o_to_a
16185,dotes,dote,talent (plural),plural_of_original,plus_s
16188,mozos,mozo,boy; lad; youth; young man (masculine plural),masculine_plural_of_original,o_to_os
16189,nudillos,nudillo,knuckle (masculine plural),masculine_plural_of_original,o_to_os
16193,delicadas,delicado,delicate (feminine plural),feminine_plural_of_original,o_to_as
16197,recogidas,recogido,quiet; tranquil (feminine plural),feminine_plural_of_original,o_to_as
16199,administradores,administrador,administrator (plural),plural_of_original,plus_es
16204,almejas,almeja,clam; cockle (plural),plural_of_original,plus_s
16210,reactores,reactor,jet engine (plural),plural_of_original,plus_es
16213,aptitudes,aptitud,ability; aptitude (plural),plural_of_original,plus_es
16214,costados,costado,side (masculine plural),masculine_plural_of_original,o_to_os
16227,cardenales,cardenal,cardinal (plural),plural_of_original,plus_es
16230,humanitaria,humanitario,humanitarian (feminine singular),feminine_of_original,o_to_a
16242,retrasada,retrasado,delayed; retarded (feminine singular),feminine_of_original,o_to_a
16244,silvestres,silvestre,wild (plural),plural_of_original,plus_s
16246,benéfica,benéfico,beneficial; beneficent (feminine singular),feminine_of_original,o_to_a
16253,amara,amaro,clary sage (feminine singular),feminine_of_original,o_to_a
16257,mantenida,mantenido,kept; sustained by alimony (feminine singular),feminine_of_original,o_to_a
16269,ubicados,ubicado,located; situated (masculine plural),masculine_plural_of_original,o_to_os
16272,creativos,creativo,creative (masculine plural),masculine_plural_of_original,o_to_os
16273,derrotados,derrotado,ragged (masculine plural),masculine_plural_of_original,o_to_os
16274,festejos,festejo,celebration (masculine plural),masculine_plural_of_original,o_to_os
16275,gatitos,gatito,kitten (masculine plural),masculine_plural_of_original,o_to_os
16277,barbas,barba,beardy; beardo (plural),plural_of_original,plus_s
16279,cuadrada,cuadrado,square (feminine singular),feminine_of_original,o_to_a
16283,paralelos,paralelo,parallel (masculine plural),masculine_plural_of_original,o_to_os
16284,senderos,sendero,path; trail; track (masculine plural),masculine_plural_of_original,o_to_os
16287,contaminada,contaminado,polluted; contaminated (feminine singular),feminine_of_original,o_to_a
16295,gallega,gallego,Galician (feminine singular),feminine_of_original,o_to_a
16305,grata,grato,grateful (feminine singular),feminine_of_original,o_to_a
16316,vengadores,vengador,avenger (plural),plural_of_original,plus_es
16317,chuletas,chuleta,chop (plural),plural_of_original,plus_s
16340,siglas,sigla,initial (plural),plural_of_original,plus_s
16348,discapacitados,discapacitado,handicapped (masculine plural),masculine_plural_of_original,o_to_os
16352,ardientes,ardiente,ardent (plural),plural_of_original,plus_s
16358,iraquíes,iraquí,Iraqi (plural),plural_of_original,plus_es
16366,migas,miga,crumb (plural),plural_of_original,plus_s
16369,salvados,salvado,bran (masculine plural),masculine_plural_of_original,o_to_os
16373,educados,educado,educated (masculine plural),masculine_plural_of_original,o_to_os
16374,hartos,harto,tired; fed up; fed up [with de] (masculine plural),masculine_plural_of_original,o_to_os
16376,lamentos,lamento,lament (masculine plural),masculine_plural_of_original,o_to_os
16380,auriculares,auricular,headphones (plural),plural_of_original,plus_es
16382,diva,divo,star (feminine singular),feminine_of_original,o_to_a
16385,perjuicios,perjuicio,detriment (masculine plural),masculine_plural_of_original,o_to_os
16393,extremistas,extremista,extremist (plural),plural_of_original,plus_s
16394,generosos,generoso,generous (masculine plural),masculine_plural_of_original,o_to_os
16395,revolucionarias,revolucionario,revolutionary (feminine plural),feminine_plural_of_original,o_to_as
16396,voladores,volador,flying (plural),plural_of_original,plus_es
16397,activas,activo,active (feminine plural),feminine_plural_of_original,o_to_as
16400,simpatizantes,simpatizante,sympathetic to (plural),plural_of_original,plus_s
16408,ases,as,an ace (plural),plural_of_original,plus_es
16414,renuncias,renuncia,resignation (plural),plural_of_original,plus_s
16417,agudos,agudo,sharp; acute; pointed (masculine plural),masculine_plural_of_original,o_to_os
16418,caseros,casero,domestic; household (masculine plural),masculine_plural_of_original,o_to_os
16429,delgadas,delgado,thin; skinny (feminine plural),feminine_plural_of_original,o_to_as
16431,envíos,envío,sending; shipment (masculine plural),masculine_plural_of_original,o_to_os
16432,incompleta,incompleto,incomplete; unfinished (feminine singular),feminine_of_original,o_to_a
16433,adquiridos,adquirido,gained; acquired; procured (masculine plural),masculine_plural_of_original,o_to_os
16434,corbatas,corbata,tie; necktie (plural),plural_of_original,plus_s
16438,opuestas,opuesto,against; opposed to a thing (feminine plural),feminine_plural_of_original,o_to_as
16440,chaquetas,chaqueta,jacket; often waist length to thigh length (plural),plural_of_original,plus_s
16444,islámica,islámico,Islamic (feminine singular),feminine_of_original,o_to_a
16447,tragedias,tragedia,tragedy; catastrophe (plural),plural_of_original,plus_s
16450,bruta,bruto,stupid; ignorant (feminine singular),feminine_of_original,o_to_a
16453,destacada,destacado,notable; salient; prominent; outstanding (feminine singular),feminine_of_original,o_to_a
16462,pronósticos,pronóstico,prognostic (masculine plural),masculine_plural_of_original,o_to_os
16463,recogidos,recogido,quiet; tranquil (masculine plural),masculine_plural_of_original,o_to_os
16465,cívica,cívico,civil (feminine singular),feminine_of_original,o_to_a
16467,proximidades,proximidad,proximity (plural),plural_of_original,plus_es
16470,barrotes,barrote,bar; beam; crossbeam (plural),plural_of_original,plus_s
16481,diputada,diputado,deputy (feminine singular),feminine_of_original,o_to_a
16482,estratégicos,estratégico,strategic (masculine plural),masculine_plural_of_original,o_to_os
16488,establos,establo,stable (masculine plural),masculine_plural_of_original,o_to_os
16490,módulos,módulo,module (masculine plural),masculine_plural_of_original,o_to_os
16494,capullos,capullo,cocoon (masculine plural),masculine_plural_of_original,o_to_os
16496,depresivos,depresivo,depressive (masculine plural),masculine_plural_of_original,o_to_os
16497,destruidas,destruido,destroyed (feminine plural),feminine_plural_of_original,o_to_as
16498,mellizos,mellizo,twin (masculine plural),masculine_plural_of_original,o_to_os
16501,puntuales,puntual,punctual; on time (plural),plural_of_original,plus_es
16504,innecesaria,innecesario,unnecessary (feminine singular),feminine_of_original,o_to_a
16507,postes,poste,post; pole (plural),plural_of_original,plus_s
16508,remos,remo,oar; paddle (masculine plural),masculine_plural_of_original,o_to_os
16510,competentes,competente,competent (plural),plural_of_original,plus_s
16511,complementarias,complementario,complementary (feminine plural),feminine_plural_of_original,o_to_as
16516,aerolíneas,aerolínea,airline (plural),plural_of_original,plus_s
16520,racistas,racista,racist (plural),plural_of_original,plus_s
16530,callejeros,callejero,street-; related to the streets (masculine plural),masculine_plural_of_original,o_to_os
