lemma,count,lemma_original,lemma_normalized,lemma_lemmatized,lemma_translated,translated_flag,translation_source
obligué,797,obligué,obligué,obeso,obese,TRUE,dict
ordenan,797,ordenan,ordenan,oprimir,[UNTRANSLATED] oprimir,FALSE,untranslated
pidamos,797,pidamos,pidamos,phillips,[UNTRANSLATED] phillips,FALSE,untranslated
pidiéndome,797,pidiéndome,pidiéndome,piano,piano,TRUE,dict
quagmire,797,quagmire,quagmire,pésimo,abysmal,TRUE,dict
sita,797,sita,sita,sintetizar,[UNTRANSLATED] sintetizar,FALSE,untranslated
temerosa,797,temerosa,temerosa,telaraña,cobweb / web,TRUE,dict
veintiséis,797,veintiséis,veintiséis,vasco,basque,TRUE,dict
acepción,796,acepción,acepción,acentuar,stress / accentuate,TRUE,dict
acuerde,796,acuerde,acuerde,acordar,agree / remember / remind,TRUE,dict
chick,796,chick,chick,chez,[UNTRANSLATED] chez,FALSE,untranslated
convincentes,796,convincentes,convincentes,convicción,conviction,TRUE,dict
desplomó,796,desplomó,desplomó,desplazar,displace / scroll,TRUE,dict
difusa,796,difusa,difusa,dificultad,difficulty,TRUE,dict
elevarse,796,elevarse,elevarse,elemento,element / item,TRUE,dict
embalse,796,embalse,embalse,eléctrico,electrical / electric,TRUE,dict
hab,796,hab,hab,gánster,[UNTRANSLATED] gánster,FALSE,untranslated
hartley,796,hartley,hartley,hari,[UNTRANSLATED] hari,FALSE,untranslated
ingle,796,ingle,ingle,ing,[UNTRANSLATED] ing,FALSE,untranslated
lukas,796,lukas,lukas,lucinda,[UNTRANSLATED] lucinda,FALSE,untranslated
müller,796,müller,müller,mío,my / mine,TRUE,dict
oscurece,796,oscurece,oscurece,oriundo,[UNTRANSLATED] oriundo,FALSE,untranslated
socioeconómico,796,socioeconómico,socioeconómico,sobresaliente,excellent,TRUE,dict
soportando,796,soportando,soportando,song,[UNTRANSLATED] song,FALSE,untranslated
surja,796,surja,surja,suplicar,beg,TRUE,dict
transportistas,796,transportistas,transportistas,transferir,transfer,TRUE,dict
vencieron,796,vencieron,vencieron,vegetal,vegetable / vegetal,TRUE,dict
vomita,796,vomita,vomita,volcánico,volcanic,TRUE,dict
agredido,795,agredido,agredido,agravio,[UNTRANSLATED] agravio,FALSE,untranslated
andabas,795,andabas,andabas,and,[UNTRANSLATED] and,FALSE,untranslated
asegurados,795,asegurados,asegurados,asegurado,[UNTRANSLATED] asegurado,FALSE,untranslated
asistía,795,asistía,asistía,asistir,go / assist,TRUE,dict
bombo,795,bombo,bombo,bombear,pump,TRUE,dict
comportarme,795,comportarme,comportarme,componente,component,TRUE,dict
conectamos,795,conectamos,conectamos,conducir,drive / conduct,TRUE,dict
cubrirme,795,cubrirme,cubrirme,cubrir,cover,TRUE,dict
dementes,795,dementes,dementes,demandar,sue,TRUE,dict
divinos,795,divinos,divinos,dividir,divide,TRUE,dict
encenderlo,795,encenderlo,encenderlo,encargo,commission,TRUE,dict
fracasados,795,fracasados,fracasados,fotograma,[UNTRANSLATED] fotograma,FALSE,untranslated
gime,795,gime,gime,gideon,[UNTRANSLATED] gideon,FALSE,untranslated
ichi,795,ichi,ichi,ia,[UNTRANSLATED] ia,FALSE,untranslated
imperceptible,795,imperceptible,imperceptible,imparcial,impartial,TRUE,dict
jobs,795,jobs,jobs,ji,[UNTRANSLATED] ji,FALSE,untranslated
lograra,795,lograra,lograra,localizar,locate / trace,TRUE,dict
onza,795,onza,onza,olvidar,forget,TRUE,dict
onzas,795,onzas,onzas,olvidar,forget,TRUE,dict
practicante,795,practicante,practicante,postre,dessert / afters,TRUE,dict
regan,795,regan,regan,reformista,reformer / reformist,TRUE,dict
reportaron,795,reportaron,reportaron,repentino,abrupt / sudden,TRUE,dict
silbidos,795,silbidos,silbidos,seguir,be / keep / monitor,TRUE,dict
socialdemócratas,795,socialdemócratas,socialdemócratas,sobrellevar,[UNTRANSLATED] sobrellevar,FALSE,untranslated
trasbordador,795,trasbordador,trasbordador,transformador,transformer / transformative,TRUE,dict
trasladada,795,trasladada,trasladada,transistor,transistor,TRUE,dict
voté,795,voté,voté,volver,take / see / come,TRUE,dict
alzado,794,alzado,alzado,alyssa,[UNTRANSLATED] alyssa,FALSE,untranslated
antimateria,794,antimateria,antimateria,antiguo,ancient / antique,TRUE,dict
blade,794,blade,blade,black,black,TRUE,dict
carmona,794,carmona,carmona,carlotta,[UNTRANSLATED] carlotta,FALSE,untranslated
concreción,794,concreción,concreción,conclusión,completion / conclusion,TRUE,dict
dependiera,794,dependiera,dependiera,departamental,departamental,TRUE,dict
enfadas,794,enfadas,enfadas,energy,[UNTRANSLATED] energy,FALSE,untranslated
especificar,794,especificar,especificar,especialidad,speciality,TRUE,dict
estrasburgo,794,estrasburgo,estrasburgo,estorbar,disturb,TRUE,dict
evasivas,794,evasivas,evasivas,evaluar,assess / evaluate,TRUE,dict
existiría,794,existiría,existiría,exigir,demand,TRUE,dict
fijados,794,fijados,fijados,fighting,[UNTRANSLATED] fighting,FALSE,untranslated
flancos,794,flancos,flancos,fisura,fissure / cleft palate,TRUE,dict
grandiosos,794,grandiosos,grandiosos,graham,[UNTRANSLATED] graham,FALSE,untranslated
hiv,794,hiv,hiv,hispánico,hispanic,TRUE,dict
letreros,794,letreros,letreros,leone,[UNTRANSLATED] leone,FALSE,untranslated
millán,794,millán,millán,milano,[UNTRANSLATED] milano,FALSE,untranslated
mingo,794,mingo,mingo,milly,[UNTRANSLATED] milly,FALSE,untranslated
miocardio,794,miocardio,miocardio,mini,[UNTRANSLATED] mini,FALSE,untranslated
necesitarlo,794,necesitarlo,necesitarlo,naviero,shipowner,TRUE,dict
partituras,794,partituras,partituras,parsons,[UNTRANSLATED] parsons,FALSE,untranslated
patrullar,794,patrullar,patrullar,paterno,[UNTRANSLATED] paterno,FALSE,untranslated
pertenecido,794,pertenecido,pertenecido,perseguir,chase / pursue / haunt,TRUE,dict
saludarlo,794,saludarlo,saludarlo,salir,go / be / come,TRUE,dict
superaron,794,superaron,superaron,sullivan,[UNTRANSLATED] sullivan,FALSE,untranslated
tallas,794,tallas,tallas,tablilla,[UNTRANSLATED] tablilla,FALSE,untranslated
today,794,today,today,titulado,[UNTRANSLATED] titulado,FALSE,untranslated
tolero,794,tolero,tolero,tobías,[UNTRANSLATED] tobías,FALSE,untranslated
trébol,794,trébol,trébol,tronco,trunk,TRUE,dict
valverde,794,valverde,valverde,valdivia,[UNTRANSLATED] valdivia,FALSE,untranslated
vid,794,vid,vid,vhs,[UNTRANSLATED] vhs,FALSE,untranslated
afro,793,afro,afro,africano,african,TRUE,dict
amanece,793,amanece,amanece,amar,love,TRUE,dict
arts,793,arts,arts,artimaña,[UNTRANSLATED] artimaña,FALSE,untranslated
barda,793,barda,barda,barcelonés,barcelonan,TRUE,dict
caníbales,793,caníbales,caníbales,cantina,[UNTRANSLATED] cantina,FALSE,untranslated
confundí,793,confundí,confundí,confundir,confuse,TRUE,dict
consulte,793,consulte,consulte,construído,[UNTRANSLATED] construído,FALSE,untranslated
convenido,793,convenido,convenido,convencer,convince,TRUE,dict
estratega,793,estratega,estratega,estornudar,[UNTRANSLATED] estornudar,FALSE,untranslated
fingí,793,fingí,fingí,financiero,financial,TRUE,dict
fugarse,793,fugarse,fugarse,fuenlabrada,[UNTRANSLATED] fuenlabrada,FALSE,untranslated
griff,793,griff,griff,greene,[UNTRANSLATED] greene,FALSE,untranslated
jakob,793,jakob,jakob,jacinto,hyacinth,TRUE,dict
meteoro,793,meteoro,meteoro,mesilla,[UNTRANSLATED] mesilla,FALSE,untranslated
operarios,793,operarios,operarios,oncólogo,[UNTRANSLATED] oncólogo,FALSE,untranslated
poni,793,poni,poni,pombo,pombo,TRUE,dict
próspera,793,próspera,próspera,proximo,[UNTRANSLATED] proximo,FALSE,untranslated
repetidos,793,repetidos,repetidos,reo,[UNTRANSLATED] reo,FALSE,untranslated
rómulo,793,rómulo,rómulo,rush,[UNTRANSLATED] rush,FALSE,untranslated
sonaban,793,sonaban,sonaban,solterón,[UNTRANSLATED] solterón,FALSE,untranslated
subían,793,subían,subían,subjetividad,subjectivity,TRUE,dict
suspiró,793,suspiró,suspiró,surfista,surfer,TRUE,dict
vencerlo,793,vencerlo,vencerlo,vector,vector,TRUE,dict
verdugos,793,verdugos,verdugos,venia,[UNTRANSLATED] venia,FALSE,untranslated
ahogada,792,ahogada,ahogada,ahn,[UNTRANSLATED] ahn,FALSE,untranslated
aproximan,792,aproximan,aproximan,aproximación,approximation / approach,TRUE,dict
ardua,792,ardua,ardua,ardiente,passionate / ardent,TRUE,dict
arrugada,792,arrugada,arrugada,arrow,[UNTRANSLATED] arrow,FALSE,untranslated
barullo,792,barullo,barullo,barthes,[UNTRANSLATED] barthes,FALSE,untranslated
bermúdez,792,bermúdez,bermúdez,berlanga,berlanga,TRUE,dict
bren,792,bren,bren,break,[UNTRANSLATED] break,FALSE,untranslated
campanadas,792,campanadas,campanadas,camioneta,van,TRUE,dict
caracterizada,792,caracterizada,caracterizada,caqui,khaki / persimmon,TRUE,dict
cardoso,792,cardoso,cardoso,cardiaco,cardiac,TRUE,dict
constantinopla,792,constantinopla,constantinopla,conspirar,conspire,TRUE,dict
destructores,792,destructores,destructores,destrozado,[UNTRANSLATED] destrozado,FALSE,untranslated
devorar,792,devorar,devorar,devolver,give / return / send,TRUE,dict
diapositivas,792,diapositivas,diapositivas,diagonal,diagonal,TRUE,dict
encabezar,792,encabezar,encabezar,enamorar,[UNTRANSLATED] enamorar,FALSE,untranslated
esófago,792,esófago,esófago,estéril,barren,TRUE,dict
firmamos,792,firmamos,firmamos,fingir,feign / fake / pretend,TRUE,dict
fulminante,792,fulminante,fulminante,fuga,escape,TRUE,dict
graduarse,792,graduarse,graduarse,grabar,record,TRUE,dict
incuestionable,792,incuestionable,incuestionable,incredulidad,incredulity,TRUE,dict
inmovilidad,792,inmovilidad,inmovilidad,inmediato,immediate,TRUE,dict
inquebrantable,792,inquebrantable,inquebrantable,innegable,[UNTRANSLATED] innegable,FALSE,untranslated
invaden,792,invaden,invaden,intuir,[UNTRANSLATED] intuir,FALSE,untranslated
istmo,792,istmo,istmo,isaiah,[UNTRANSLATED] isaiah,FALSE,untranslated
joaquim,792,joaquim,joaquim,jewel,[UNTRANSLATED] jewel,FALSE,untranslated
kono,792,kono,kono,kirby,[UNTRANSLATED] kirby,FALSE,untranslated
mordiendo,792,mordiendo,mordiendo,monólogo,monologue,TRUE,dict
payson,792,payson,payson,patrón,standard / master / pattern,TRUE,dict
provenir,792,provenir,provenir,proteger,protect,TRUE,dict
quitate,792,quitate,quitate,quintana,quintana,TRUE,dict
reiteradamente,792,reiteradamente,reiteradamente,prefix_re_gres,[UNTRANSLATED] prefix_re_gres,FALSE,untranslated
abusando,791,abusando,abusando,abusar,abuse,TRUE,dict
agustina,791,agustina,agustina,aguja,needle,TRUE,dict
ampliando,791,ampliando,ampliando,ampliación,increase / enlargement / extension,TRUE,dict
benefician,791,benefician,benefician,benedict,[UNTRANSLATED] benedict,FALSE,untranslated
britta,791,britta,britta,bristow,[UNTRANSLATED] bristow,FALSE,untranslated
cegado,791,cegado,cegado,ceder,yield,TRUE,dict
complacencia,791,complacencia,complacencia,competir,compete,TRUE,dict
demandantes,791,demandantes,demandantes,dell,[UNTRANSLATED] dell,FALSE,untranslated
elasticidad,791,elasticidad,elasticidad,el,the (masc.),TRUE,override
eliminan,791,eliminan,eliminan,elegir,choose / elect / pick,TRUE,dict
enseñes,791,enseñes,enseñes,enseñar,teach,TRUE,dict
escondas,791,escondas,escondas,escoger,choose,TRUE,dict
filosóficas,791,filosóficas,filosóficas,filipino,philippine,TRUE,dict
francfort,791,francfort,francfort,fraganti,[UNTRANSLATED] fraganti,FALSE,untranslated
golpeen,791,golpeen,golpeen,golpear,bang / knock / strike,TRUE,dict
habas,791,habas,habas,género,gender / genre,TRUE,dict
jonny,791,jonny,jonny,joder,fuck,TRUE,dict
jorobado,791,jorobado,jorobado,john,john,TRUE,dict
macy,791,macy,macy,mabel,[UNTRANSLATED] mabel,FALSE,untranslated
presentarnos,791,presentarnos,presentarnos,preparar,prepare / prime,TRUE,dict
radicalismo,791,radicalismo,radicalismo,rabia,anger / rabies / rage,TRUE,dict
rasguños,791,rasguños,rasguños,randi,[UNTRANSLATED] randi,FALSE,untranslated
sauce,791,sauce,sauce,sarah,[UNTRANSLATED] sarah,FALSE,untranslated
still,791,still,still,ss,ff.,TRUE,dict
suspendieron,791,suspendieron,suspendieron,sur,south,TRUE,dict
tonterias,791,tonterias,tonterias,tomado,[UNTRANSLATED] tomado,FALSE,untranslated
trabajito,791,trabajito,trabajito,tosca,[UNTRANSLATED] tosca,FALSE,untranslated
uruguayos,791,uruguayos,uruguayos,unir,suit / join / unite,TRUE,dict
acné,790,acné,acné,aclarar,clarify / clear,TRUE,dict
agravado,790,agravado,agravado,agrario,agricultural / agrarian,TRUE,dict
alces,790,alces,alces,alcanzar,achieve / get / manage,TRUE,dict
apures,790,apures,apures,apurar,[UNTRANSLATED] apurar,FALSE,untranslated
bofetadas,790,bofetadas,bofetadas,bodega,cellar,TRUE,dict
coloración,790,coloración,coloración,colonialismo,colonialism,TRUE,dict
deambulando,790,deambulando,deambulando,dañar,damage,TRUE,dict
deplorable,790,deplorable,deplorable,depender,depend / be,TRUE,dict
dogs,790,dogs,dogs,documento,card / document,TRUE,dict
empacando,790,empacando,empacando,emocionar,thrill,TRUE,dict
enclave,790,enclave,enclave,encender,light,TRUE,dict
fnmicrosoft,790,fnmicrosoft,fnmicrosoft,flowers,[UNTRANSLATED] flowers,FALSE,untranslated
grover,790,grover,grover,gritar,cry / shout,TRUE,dict
gwang,790,gwang,gwang,gustav,[UNTRANSLATED] gustav,FALSE,untranslated
haberos,790,haberos,haberos,gótico,gothic,TRUE,dict
habladurías,790,habladurías,habladurías,habitar,live / inhabit,TRUE,dict
ibais,790,ibais,ibais,hacer,to do/make,TRUE,override
majestuoso,790,majestuoso,majestuoso,magnus,[UNTRANSLATED] magnus,FALSE,untranslated
ordenaste,790,ordenaste,ordenaste,optimismo,optimism,TRUE,dict
pesticidas,790,pesticidas,pesticidas,pervertir,pervert,TRUE,dict
preséntese,790,preséntese,preséntese,prestación,benefit / feature / provision,TRUE,dict
publicarlo,790,publicarlo,publicarlo,psicoanálisis,psychoanalysis,TRUE,dict
schiller,790,schiller,schiller,satanás,[UNTRANSLATED] satanás,FALSE,untranslated
alocado,789,alocado,alocado,almunia,almunia,TRUE,dict
aniquilar,789,aniquilar,aniquilar,animar,encourage / warm / animate,TRUE,dict
apoyen,789,apoyen,apoyen,apoyar,lean / support,TRUE,dict
bailen,789,bailen,bailen,bailar,dance,TRUE,dict
balzac,789,balzac,balzac,balonmano,handball,TRUE,dict
bhai,789,bhai,bhai,bettina,[UNTRANSLATED] bettina,FALSE,untranslated
calmo,789,calmo,calmo,calmar,abate / calm,TRUE,dict
coqueteo,789,coqueteo,coqueteo,copiar,copy,TRUE,dict
definitivas,789,definitivas,definitivas,defender,advocate / defend,TRUE,dict
degeneración,789,degeneración,degeneración,definir,define,TRUE,dict
demostrada,789,demostrada,demostrada,demonio,demon,TRUE,dict
detectados,789,detectados,detectados,det,[UNTRANSLATED] det,FALSE,untranslated
forzaron,789,forzaron,forzaron,forrado,[UNTRANSLATED] forrado,FALSE,untranslated
gonorrea,789,gonorrea,gonorrea,golpear,bang / knock / strike,TRUE,dict
hattie,789,hattie,hattie,harvard,harvard,TRUE,dict
horton,789,horton,horton,hornblower,[UNTRANSLATED] hornblower,FALSE,untranslated
indigna,789,indigna,indigna,indicación,indication,TRUE,dict
informen,789,informen,informen,informador,[UNTRANSLATED] informador,FALSE,untranslated
llavero,789,llavero,llavero,llamar,call,TRUE,dict
mudos,789,mudos,mudos,mu,[UNTRANSLATED] mu,FALSE,untranslated
odín,789,odín,odín,ocurrir,occur,TRUE,dict
proteges,789,proteges,proteges,propósito,purpose,TRUE,dict
shen,789,shen,shen,señor,gentleman / lady / lord,TRUE,dict
teruel,789,teruel,teruel,terminar,finish / end,TRUE,dict
tráele,789,tráele,tráele,triunfo,triumph / trump,TRUE,dict
tónico,789,tónico,tónico,tzu,[UNTRANSLATED] tzu,FALSE,untranslated
acatar,788,acatar,acatar,acarrear,involve,TRUE,dict
aprenderán,788,aprenderán,aprenderán,aprender,learn,TRUE,dict
bragueta,788,bragueta,bragueta,braden,[UNTRANSLATED] braden,FALSE,untranslated
celestino,788,celestino,celestino,celebrar,celebrate / throw,TRUE,dict
centroamericana,788,centroamericana,centroamericana,centralización,centralisation,TRUE,dict
conformo,788,conformo,conformo,conformar,conform,TRUE,dict
contribuyendo,788,contribuyendo,contribuyendo,contratar,hire,TRUE,dict
deshice,788,deshice,deshice,deshacer,undo,TRUE,dict
enriquecer,788,enriquecer,enriquecer,enorme,enormous / huge / tremendous,TRUE,dict
heredia,788,heredia,heredia,henry,henry,TRUE,dict
insultando,788,insultando,insultando,instrucción,instruction,TRUE,dict
interesará,788,interesará,interesará,intercambio,exchange / interchange / swapping,TRUE,dict
nemo,788,nemo,nemo,negar,deny,TRUE,dict
pasaras,788,pasaras,pasaras,parto,childbirth,TRUE,dict
pla,788,pla,pla,pisar,put / step,TRUE,dict
quebec,788,quebec,quebec,pícaro,[UNTRANSLATED] pícaro,FALSE,untranslated
rapidamente,788,rapidamente,rapidamente,ramera,[UNTRANSLATED] ramera,FALSE,untranslated
scooby,788,scooby,scooby,satisfecho,satisfied,TRUE,dict
spaghetti,788,spaghetti,spaghetti,sostener,sustain,TRUE,dict
sustitutos,788,sustitutos,sustitutos,surtidor,jet,TRUE,dict
acarició,787,acarició,acarició,acariciar,stroke,TRUE,dict
acusaba,787,acusaba,acusaba,acumular,accumulate / accrue,TRUE,dict
acusarlo,787,acusarlo,acusarlo,acusar,accuse,TRUE,dict
artillero,787,artillero,artillero,artificial,artificial,TRUE,dict
boli,787,boli,boli,bolero,[UNTRANSLATED] bolero,FALSE,untranslated
cf,787,cf,cf,cesar,cease,TRUE,dict
coqueta,787,coqueta,coqueta,copiloto,[UNTRANSLATED] copiloto,FALSE,untranslated
encerrarlo,787,encerrarlo,encerrarlo,encender,light,TRUE,dict
forrado,787,forrado,forrado,formato,format,TRUE,dict
lepra,787,lepra,lepra,lendakari,[UNTRANSLATED] lendakari,FALSE,untranslated
lezama,787,lezama,lezama,levantar,erect / raise,TRUE,dict
pegaso,787,pegaso,pegaso,pedir,ask / call / request,TRUE,dict
pensarse,787,pensarse,pensarse,pendejos,[UNTRANSLATED] pendejos,FALSE,untranslated
prohibe,787,prohibe,prohibe,prefix_pro_fe,[UNTRANSLATED] prefix_pro_fe,FALSE,untranslated
trilogía,787,trilogía,trilogía,trazo,stroke,TRUE,dict
verificarlo,787,verificarlo,verificarlo,ventanal,[UNTRANSLATED] ventanal,FALSE,untranslated
acevedo,786,acevedo,acevedo,acertar,hit,TRUE,dict
adaptaciones,786,adaptaciones,adaptaciones,adams,adams,TRUE,dict
boxear,786,boxear,boxear,bowie,bowie,TRUE,dict
burocrático,786,burocrático,burocrático,burlón,[UNTRANSLATED] burlón,FALSE,untranslated
compuestas,786,compuestas,compuestas,comprobar,check,TRUE,dict
cornelius,786,cornelius,cornelius,coreano,korean,TRUE,dict
curandero,786,curandero,curandero,cupcakes,[UNTRANSLATED] cupcakes,FALSE,untranslated
desactivado,786,desactivado,desactivado,derrumbar,[UNTRANSLATED] derrumbar,FALSE,untranslated
dietrich,786,dietrich,dietrich,dieguito,[UNTRANSLATED] dieguito,FALSE,untranslated
emitirá,786,emitirá,emitirá,emisario,emissary,TRUE,dict
escogidos,786,escogidos,escogidos,esclavo,slave,TRUE,dict
ghetto,786,ghetto,ghetto,gervase,[UNTRANSLATED] gervase,FALSE,untranslated
girona,786,girona,girona,ginger,[UNTRANSLATED] ginger,FALSE,untranslated
gozaba,786,gozaba,gozaba,gorka,[UNTRANSLATED] gorka,FALSE,untranslated
helga,786,helga,helga,hee,[UNTRANSLATED] hee,FALSE,untranslated
mandados,786,mandados,mandados,mamar,suck,TRUE,dict
mossad,786,mossad,mossad,morris,[UNTRANSLATED] morris,FALSE,untranslated
