rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,past_relation,past_tense,past_person,past_number,past_context,past_confidence,past_reason,tags
21079,funcionaban,funcionar,they worked,they worked (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
21081,limitaba,limitar,I limited,I limited; he limited; she limited; it limited (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
21095,elaboró,elaborar,he made; she made; it made,he made; she made; it made (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21100,peleaste,pelear,you fighted,you fighted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
21103,arrancaron,arrancar,they pulled out,they pulled out (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
21107,insinuó,insinuar,he insinuated; she insinuated; it insinuated,he insinuated; she insinuated; it insinuated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21113,vació,vaciar,he emptied; she emptied; it emptied,he emptied; she emptied; it emptied (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21132,peleaban,pelear,they fighted,they fighted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
21134,retiré,retirar,I removed,I removed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
21146,ignoró,ignorar,he noted know; she noted know; it noted know,he noted know; she noted know; it noted know (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21156,consumía,consumir,I consumed,I consumed; he consumed; she consumed; it consumed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
21160,padecía,padecer,I suffered,I suffered; he suffered; she suffered; it suffered (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
21167,inventamos,inventar,we invented,we invented,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
21171,respetamos,respetar,we respected,we respected,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
21183,traicioné,traicionar,I betrayed,I betrayed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
21184,viviste,vivir,you lived,you lived (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
21193,imponía,imponer,I imposed,I imposed; he imposed; she imposed; it imposed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
21197,reunían,reunir,they gathered,they gathered (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
21203,encajaba,encajar,I inserted,I inserted; he inserted; she inserted; it inserted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
21208,prometía,prometer,I promised,I promised; he promised; she promised; it promised (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
21227,volcó,volcar,he upseted; she upseted; it upseted,he upseted; she upseted; it upseted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21228,aplastó,aplastar,he crushed; she crushed; it crushed,he crushed; she crushed; it crushed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21229,apreciaba,apreciar,I appreciated,I appreciated; he appreciated; she appreciated; it appreciated (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
21233,corriste,correr,you ran,you ran (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
21234,dedicaron,dedicar,they dedicated,they dedicated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
21238,planeaste,planear,you planed,you planed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
21271,até,atar,I tied,I tied (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
21276,escupió,escupir,he spited; she spited; it spited,he spited; she spited; it spited (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
21282,limpiamos,limpiar,we cleaned,we cleaned,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
21283,prepararon,preparar,they prepared,they prepared (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
21302,alquilé,alquilar,I rented,I rented (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
21308,partía,partir,I divided,I divided; he divided; she divided; it divided (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
21312,apostamos,apostar,we beted,we beted,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
21314,colocaba,colocar,I placed,I placed; he placed; she placed; it placed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
21316,dividió,dividir,he divided; she divided; it divided,he divided; she divided; it divided (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
21323,ejecutó,ejecutar,he executed; she executed; it executed,he executed; she executed; it executed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21350,declaraba,declarar,I declared,I declared; he declared; she declared; it declared (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
21361,donó,donar,he donated; she donated; it donated,he donated; she donated; it donated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21367,lavé,lavar,I washed,I washed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
21371,amaste,amar,you loved,you loved (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
21381,entendían,entender,they understood,they understood (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
21391,aceleró,acelerar,he accelerated; she accelerated; it accelerated,he accelerated; she accelerated; it accelerated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21398,insultó,insultar,he insulted; she insulted; it insulted,he insulted; she insulted; it insulted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21417,sorprendieron,sorprender,they surprised,they surprised (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
21437,sacaban,sacar,they put out,they put out (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
