rank,lemma,translation
21479,depositó,he deposited; she deposited; it deposited (completed past)
21480,detectaron,they detected (completed past)
21481,embarcadero,pier; jetty; landing
21482,inserta,inserted (feminine singular)
21483,insistieron,they insisted (completed past)
21484,jodes,you annoy
21485,listón,lath
21486,materialismo,materialism
21487,moverá,he will move; she will move; it will move
21488,ocasionado,caused
21489,parlante,loudspeaker
21490,pinchar,to puncture
21491,tractores,driving (plural)
21492,trueque,barter; exchange
21493,abriría,I would open
21494,alterados,upset; angry (masculine plural)
21495,calmante,relaxing; soothing
21496,contratiempos,setback (masculine plural)
21497,curiosas,curious; inquisitive (feminine plural)
21498,escucharle,to listen to to him or her
21499,inexorable,unrelenting
21500,inmensidad,immensity
21501,pecas,freckle (plural)
21502,reconquista,reconquest; winning back
21503,sobresalto,scare; fright
21504,sufrida,painstaking (feminine singular)
21505,transportaba,I transported; he transported; she transported; it transported (ongoing habitual/background past)
21506,advenimiento,onset; coming; advent
21507,callan,they calm
21508,consideraré,I will consider
21509,despertarla,to wake it (feminine)
21510,destinatarios,payee; addressee; consignee; destinatary (masculine plural)
21511,detenidas,arrested (feminine plural)
21512,distinciones,distinction
21513,décimas,tenth (feminine plural)
21514,elástica,elastic (feminine singular)
21515,encontrarías,you would meet
21516,experimentados,experienced (masculine plural)
21517,faltaron,they were lacking (completed past)
21518,galera,galley
21519,hemorroides,haemorrhoids (plural)
21520,hinchados,swollen; inflamed; tightened from enlarging (masculine plural)
21521,lauro,laurel
21522,portuaria,port (feminine singular)
21523,presentadora,presenter
21524,pómulos,cheekbone (masculine plural)
21525,recordáis,you remember (vosotros present indicative)
21526,reprimido,repressed
21527,ruidosos,loud; noisy (masculine plural)
21528,secador,drying
21529,sombrilla,sunshade
21530,adivinas,seer; fortune-teller (plural)
21531,cajera,cashier (feminine singular)
21532,cajeros,cashier (masculine plural)
21533,carecer,to lack
21534,desvía,you divert
21535,enemistad,enmity; hostility
21536,estallado,exploded
21537,ignición,ignition
21538,probaremos,we will prove
21539,rogamos,we beged
21540,sinagoga,synagogue
21541,adelgazar,to make thin or slender
21542,alijo,haul; stash; contraband; smuggled goods
21543,corneta,horn
21544,gestor,manager; overseer
21545,parpadeo,flicker
21546,patrullero,related to patrolling
21547,perdían,they lost (ongoing habitual/background past)
21548,vehemencia,zeal; vehemence
21549,anoté,I annotated (completed past)
21550,aumentaba,I increased; he increased; she increased; it increased (ongoing habitual/background past)
21551,boicot,boycott
21552,concordancia,concord; agreement
21553,curvatura,curvature
21554,extrañó,he missed; she missed; it missed (completed past)
21555,indicados,indicated (masculine plural)
21556,liviana,light (feminine singular)
21557,sometimiento,submission
21558,sonoros,audible (masculine plural)
21559,visitamos,we visited
21560,adoptando,adoptee
21561,curarme,to cure me
21562,dalia,dahlia
21563,despida,he dismisses; she dismisses; it dismisses
21564,envejece,you get old
21565,estadísticos,statistic (masculine plural)
21566,impresionados,impressed (masculine plural)
21567,incide,you enter into
21568,patrocinado,sponsored person
21569,piadosa,pious (feminine singular)
21570,practicas,you practice
21571,putada,villainy; raw deal; dirty trick
21572,segregación,segregation
21573,suplicó,he beged; she beged; it beged (completed past)
21574,violaste,you violated (completed past)
21575,barracas,barrack (plural)
21576,constituirse,to constitute
21577,deforme,deformed
21578,encendí,I lighted (completed past)
21579,estériles,sterile; infertile (plural)
21580,improvisada,improvised (feminine singular)
21581,indescriptible,indescribable
21582,pican,they itch
21583,punción,prick
21584,reemplaza,you replace
21585,vicisitudes,change; succession; vicissitude (plural)
21586,aranceles,tariff (plural)
21587,chicha,boob
21588,coincidía,I coincided; he coincided; she coincided; it coincided (ongoing habitual/background past)
21589,palito,stick
21590,partiré,I will divide
21591,plagado,wounded
21592,reducirá,he will reduce; she will reduce; it will reduce
21593,vigilarlo,to watch over it (masculine)
21594,alterando,altering
21595,balada,ballad
21596,corsé,corset
21597,cultivan,they cultivate
21598,disputará,he will dispute; she will dispute; it will dispute
21599,estropea,you ruin
21600,filtrar,to filter
21601,formuló,he formulated; she formulated; it formulated (completed past)
21602,oírnos,to hear us
21603,participaba,I participated; he participated; she participated; it participated (ongoing habitual/background past)
21604,persuasivo,persuasive
21605,planificado,planned
21606,sociólogo,sociologist
21607,céspedes,lawn (plural)
21608,definirse,to define
21609,desvelar,to prevent someone from sleeping
21610,enamoran,they enamor
21611,finito,finite
21612,friki,freaky
21613,fundaciones,foundation
21614,hematomas,bruise (plural)
21615,impasible,stolid; impassive; emotionless; unemotional
21616,leerá,he will read; she will read; it will read
21617,peldaños,step; stair (masculine plural)
21618,quique,grison; lesser grison
21619,rentables,profitable; yielding income (plural)
21620,agria,sour (feminine singular)
21621,caótica,chaotic; shambolic (feminine singular)
21622,derivar,to derive
21623,esclavas,slave (plural)
21624,exceptuando,excluding
21625,extremidad,end; extremity )
21626,gerentes,manager (plural)
21627,intimidado,intimidated
21628,irremediablemente,irremediably
21629,montículo,mound; monticule
21630,perturba,you perturb
21631,poblada,mob; crowd
21632,prematuramente,prematurely
21633,realizamos,we carried out
21634,sintiéndome,feeling
21635,bonanza,lull; dead calm
21636,cerrarlo,to close it (masculine)
21637,clasificaciones,classification
21638,derribo,demolition
21639,despojado,bare
21640,dinámicas,dynamic (feminine plural)
21641,discutían,they discussed (ongoing habitual/background past)
21642,dominando,dominating
21643,frotar,to rub
21644,guineas,Guinean (feminine plural)
21645,iniciaba,I began; he began; she began; it began (ongoing habitual/background past)
21646,pack,package
21647,pasarían,they would pass
21648,pórtico,portico
21649,quemarlo,to burn it (masculine)
21650,recuperaron,they recovered (completed past)
21651,referías,you reported (ongoing habitual/background past)
21652,restablecimiento,reset; reestablishment
21653,solano,nightshade
21654,toser,to cough
21655,toxicológico,toxicological
21656,volaremos,we will fly
21657,amplificador,amplifying
21658,bruscos,sudden; brusque; abrasive (masculine plural)
21659,chillando,shrieking
21660,condes,earl; count (plural)
21661,discapacitado,handicapped
21662,engordado,got fat
21663,ilícita,illicit (feminine singular)
21664,inesperadas,unexpected (feminine plural)
21665,insinuar,to insinuate
21666,libanés,Lebanese
21667,limitarse,to limit
21668,llantos,crying (masculine plural)
21669,mimado,spoiled; pampered
21670,ovario,ovary
21671,pateado,kicked
21672,periférica,peripheral (feminine singular)
21673,peritos,expert (masculine plural)
21674,prometidos,engaged (masculine plural)
21675,sienes,temple (plural)
21676,soportaría,I would bear
21677,travesti,transvestite; cross-dresser
21678,tumbada,fallen down (feminine singular)
21679,verosímil,plausible; believable
21680,vibrar,to vibrate
21681,vietnamitas,Vietnamese (plural)
21682,afrenta,affront
21683,asar,to roast
21684,cazo,wider at top than at bottom
21685,controvertido,controversial
21686,decapitado,decapitated
21687,enderezar,to straighten
21688,guatemalteca,Guatemalan (feminine singular)
21689,incredulidad,incredulity
21690,preservativos,preservative (masculine plural)
21691,siguiéndome,following
21692,subirlo,to raise it (masculine)
21693,suscita,you provoke
21694,ventanillas,porthole; window of a vehicle (plural)
21695,abandonaría,I would abandon
21696,abonados,subscriber (masculine plural)
21697,after,after-party
21698,charo,gritty; coarse; grainy; unevenly ground
21699,colector,collector
21700,conservarlo,to conserve it (masculine)
21701,creerse,to believe
21702,drástica,drastic (feminine singular)
21703,ejercitar,to exercise
21704,engañosa,deceitful; deceptive (feminine singular)
21705,estancado,stagnant
21706,estaño,tin
21707,liberará,he will liberate; she will liberate; it will liberate
21708,lúgubre,lugubrious
21709,macabro,macabre
21710,mezquina,mean; stingy; miserly (feminine singular)
21711,ordenados,tidy; neat; orderly (masculine plural)
21712,quitarán,they will remove
21713,reanimación,reanimation
21714,tertulias,circle; regular social gathering (plural)
21715,triunfó,he triumphed; she triumphed; it triumphed (completed past)
21716,yéndose,going away
21717,aburriendo,boring
21718,afirmarse,to state
21719,caoba,mahogany
21720,cerrarla,to close it (feminine)
21721,deseabas,you wished (ongoing habitual/background past)
21722,dispararles,to shoot to them
21723,fetiche,fetish
21724,inaccesible,inaccessible; unapproachable
21725,jarras,jug; pitcher (plural)
21726,lavas,you wash
21727,logia,lodge
21728,protegerle,to protect to him or her
21729,riesgoso,risky; dangerous
21730,baña,bathing area
21731,climáticas,climatic (feminine plural)
21732,cuclillas,squat (plural)
21733,desapareces,you disappear
21734,escucharía,I would listen to
21735,eventualidad,eventuality
21736,exclusivas,exclusive (feminine plural)
21737,fundición,melting; casting; smelting
21738,grava,gravel
21739,juristas,jurist; lawyer (plural)
21740,llamarían,they would summon
21741,pesquisas,inquiry (plural)
21742,reí,you laugh
21743,sociológico,sociological
21744,óyeme,I hear
21745,agradar,to please
21746,animando,inspiring
21747,asemeja,you make similar
21748,cazan,they hunt
21749,chocan,they crash
21750,cloruro,chloride
21751,concubina,concubine
21752,desalojar,to vacate
21753,dramáticamente,dramatically
21754,eutanasia,euthanasia
21755,hazmerreír,laughingstock
21756,suegros,father-in-law (masculine plural)
21757,agropecuario,agriculture and cattle raising
21758,anhelos,wish; desire; longing (masculine plural)
21759,argumentando,arguing
21760,brujos,warlock; sorcerer; male witch (masculine plural)
21761,catastrófico,catastrophic
21762,colgaron,they hanged (completed past)
21763,contrarias,contrary; opposite (feminine plural)
21764,desliz,slip; lapse
21765,embajadas,embassy (plural)
21766,iconos,icon (masculine plural)
21767,indulgencia,indulgence
21768,meditando,meditating
21769,ordenan,they order
21770,pidiéndome,asking for something
21771,sita,nuthatch
21772,temerosa,fearful; distressed (feminine singular)
21773,veintiséis,twenty-six
21774,acepción,sense; meaning
21775,convincentes,convincing (plural)
21776,desplomó,he knocked down; she knocked down; it knocked down (completed past)
21777,difusa,diffuse (feminine singular)
21778,elevarse,to elevate
21779,embalse,reservoir
21780,ingle,groin
21781,oscurece,you darken
21782,socioeconómico,socioeconomic
21783,soportando,bearing
21784,transportistas,transporting (plural)
21785,vencieron,they defeated (completed past)
21786,vomita,you vomit
21787,agredido,attackee; victim of an attack
21788,andabas,you walked (ongoing habitual/background past)
21789,asegurados,made certain (masculine plural)
21790,asistía,I attended; he attended; she attended; it attended (ongoing habitual/background past)
21791,bombo,having a mild temperature
21792,comportarme,to involve me
21793,conectamos,we connected
21794,cubrirme,to cover me
21795,dementes,crazy; insane (plural)
21796,divinos,divine (masculine plural)
21797,encenderlo,to light it (masculine)
21798,fracasados,failed; unsuccessful (masculine plural)
21799,onza,English or American ounce
21800,onzas,English or American ounce (plural)
21801,practicante,practiser; practitioner
21802,reportaron,they reported (completed past)
21803,silbidos,whistle; whistling (masculine plural)
21804,socialdemócratas,social democrat (plural)
21805,trasbordador,ferry
21806,voté,I voted (completed past)
21807,alzado,lifted; raised up
21808,antimateria,antimatter
21809,concreción,concretion
21810,enfadas,you anger
21811,especificar,to specify
21812,evasivas,evasive (feminine plural)
21813,existiría,I would exist
21814,flancos,flank (masculine plural)
21815,grandiosos,great; grandiose (masculine plural)
21816,letreros,sign; signpost; signboard (masculine plural)
21817,miocardio,myocardium
21818,necesitarlo,to need it (masculine)
21819,partituras,score (plural)
21820,pertenecido,belonged (past participle masculine singular)
21821,saludarlo,to greet it (masculine)
21822,superaron,they surpassed (completed past)
21823,tallas,size (plural)
21824,tolero,I tolerate
21825,trébol,clover
21826,vid,vine; grapevine
21827,amanece,you dawn
