rank,lemma,original_lemma
17925,desconocía,desconocer
17926,gastamos,gastar
17927,recalcó,recalcar
17928,renacer,renacer
17929,óleo,óleo
17930,afilada,afilado
17931,aprendemos,aprender
17932,apresurado,apresurado
17933,autógrafos,autógrafo
17934,caemos,caer
17935,examina,examinar
17936,fricción,fricción
17937,gallardo,gallardo
17938,inspirar,inspirar
17939,navideña,navideño
17940,percibido,percibir
17941,sintético,sintético
17942,trompetas,trompeta
17943,turbo,turbar
17944,amando,amar
17945,androide,androide
17946,apoyarme,apoyar
17947,conforma,conformar
17948,defendernos,defender
17949,desiertos,desierto
17950,dormían,dormir
17951,mirabas,mirar
17952,portaaviones,portaaviones
17953,abriremos,abrir
17954,aletas,aleta
17955,anfitriones,anfitrión
17956,culpando,culpar
17957,dunas,duna
17958,mocos,moco
17959,rocha,rocha
17960,sobrevivimos,sobrevivir
17961,yacía,yacer
17962,arreglan,arreglar
17963,convertirla,convertir
17964,curada,curado
17965,discutieron,discutir
17966,dramaturgo,dramaturgo
17967,felicitar,felicitar
17968,fingía,fingir
17969,generosamente,generosamente
17970,haceros,hacer
17971,hélice,hélice
17972,portas,porta
17973,requerir,requerir
17974,tose,toser
17975,alternativos,alternativo
17976,cómprate,comprar
17977,desequilibrios,desequilibrio
17978,estrellado,estrellado
17979,olmo,olmo
17980,ros,ro
17981,sospechan,sospechar
17982,adoptadas,adoptado
17983,anulado,anulado
17984,contras,contra
17985,dentales,dentar
17986,innovador,innovador
17987,panteón,panteón
17988,patriarca,patriarca
17989,poros,poro
17990,purificación,purificación
17991,batida,batida
17992,circunstancial,circunstancial
17993,latiendo,latir
17994,majo,majo
17995,numerosa,numeroso
17996,toxina,toxina
17997,aprobadas,aprobado
17998,burrito,burro
17999,emiten,emitir
18000,esperaste,esperar
18001,evadir,evadir
18002,fijarse,fijar
18003,histérico,histérico
18004,recae,recaer
18005,tocaban,tocar
18006,agrario,agrario
18007,besan,besar
18008,dardo,dardo
18009,hundirse,hundir
18010,lucharemos,luchar
18011,maleza,maleza
18012,pronta,pronto
18013,subirme,subir
18014,arrecife,arrecife
18015,convictos,convicto
18016,cremas,crema
18017,ecosistemas,ecosistema
18018,golpearé,golpear
18019,lamentas,lamentar
18020,orientaciones,orientación
18021,porto,portar
18022,preguntábamos,preguntar
18023,renunciando,renunciar
18024,sanas,sano
18025,terrenal,terrenal
18026,bultos,bulto
18027,cerraré,cerrar
18028,contagiosa,contagioso
18029,convenciste,convencer
18030,estantería,estantería
18031,indefinido,indefinido
18032,insolencia,insolencia
18033,insurrección,insurrección
18034,opositor,opositor
18035,partieron,partir
18036,almuerzos,almuerzo
18037,asustaba,asustar
18038,caucho,caucho
18039,convenía,convenir
18040,costando,costar
18041,desfiles,desfile
18042,discográfica,discográfica
18043,efectivas,efectivo
18044,exótica,exótico
18045,faltaría,faltar
18046,lacayo,lacayo
18047,minuciosamente,minuciosamente
18048,rescató,rescatar
18049,ráfagas,ráfaga
18050,agotados,agotado
18051,ajustada,ajustado
18052,apagadas,apagado
18053,asumen,asumir
18054,atasco,atasco
18055,brigadas,brigada
18056,cocos,coco
18057,difamación,difamación
18058,senil,senil
18059,varas,varo
18060,veterinaria,veterinario
18061,amarla,amar
18062,asimilación,asimilación
18063,calculadora,calculadora
18064,descalzo,descalzo
18065,dichoso,dichoso
18066,dineros,dinero
18067,escaño,escaño
18068,jugoso,jugoso
18069,negociado,negociar
18070,novedoso,novedoso
18071,presupuestario,presupuestario
18072,recibían,recibir
18073,caricia,caricia
18074,criando,criar
18075,dramáticos,dramático
18076,embriaguez,embriaguez
18077,exponen,exponer
18078,lanzaba,lanzar
18079,leemos,leer
18080,miserias,miseria
18081,púas,púa
18082,buscaría,buscar
18083,cata,cata
18084,cisterna,cisterna
18085,configurar,configurar
18086,currículo,currículo
18087,entes,ente
18088,goteo,goteo
18089,medianas,mediano
18090,prosperar,prosperar
18091,psicóloga,psicólogo
18092,superará,superar
18093,tenacidad,tenacidad
18094,unía,unir
18095,utilizo,utilizar
18096,cebada,cebada
18097,galardón,galardón
18098,holograma,holograma
18099,identifican,identificar
18100,infracciones,infracción
18101,malasia,malasio
18102,oírle,oír
18103,quimio,quimioterapia
18104,surrealismo,surrealismo
18105,tita,tita
18106,climas,clima
18107,empujes,empuje
18108,eslogan,eslogan
18109,imitador,imitador
18110,intrigas,intriga
18111,pintoresco,pintoresco
18112,pulpa,pulpa
18113,tírala,tirar
18114,anula,anular
18115,bravos,bravo
18116,carpetas,carpeta
18117,cónyuge,cónyuge
18118,ejercido,ejercer
18119,mea,mear
18120,ogro,ogro
18121,plomero,plomero
18122,rapto,rapto
18123,sendos,sendos
18124,serna,serna
18125,abstracta,abstracto
18126,arpía,arpía
18127,carey,carey
18128,duradera,duradero
18129,expande,expandir
18130,gabardina,gabardina
18131,gángster,gángster
18132,reírme,reír
18133,subastas,subasta
18134,talismán,talismán
18135,dándoles,dar
18136,foros,foro
18137,geográficas,geográfico
18138,liso,liso
18139,loma,loma
18140,sufragio,sufragio
18141,alineados,alineado
18142,dudé,dudar
18143,equivocaba,equivocar
18144,halcones,halcón
18145,mandarle,mandar
18146,resalta,resaltar
18147,sentís,sentir
18148,soya,soya
18149,aferrarse,aferrar
18150,ausencias,ausencia
18151,autónomos,autónomo
18152,dispersos,disperso
18153,falto,falto
18154,imaginamos,imaginar
18155,liquidez,liquidez
18156,negarme,negar
18157,nenas,nena
18158,sepultura,sepultura
18159,solitarias,solitario
18160,agradecerme,agradecer
18161,ampliado,ampliar
18162,aprobaron,aprobar
18163,atormentado,atormentar
18164,clérigo,clérigo
18165,desempleado,desempleado
18166,escapamos,escapar
18167,exhibir,exhibir
18168,lírico,lírico
18169,malgastar,malgastar
18170,meca,meca
18171,plutonio,plutonio
18172,potestad,potestad
18173,rencores,rencor
18174,subordinados,subordinado
18175,áspero,áspero
18176,afirmaron,afirmar
18177,averiguamos,averiguar
18178,derramó,derramar
18179,ducharme,duchar
18180,farmacias,farmacia
18181,producían,producir
18182,seguidamente,seguidamente
18183,cogía,coger
18184,devaluación,devaluación
18185,ganadero,ganadero
18186,hundiendo,hundir
18187,lucharé,luchar
18188,ímpetu,ímpetu
18189,alegras,alegrar
18190,altercado,altercado
18191,calambres,calambre
18192,limpié,limpiar
18193,probarla,probar
18194,subsuelo,subsuelo
18195,terminarán,terminar
18196,álbumes,álbum
18197,bioquímica,bioquímico
18198,desleal,desleal
18199,especifica,especificar
18200,gremios,gremio
18201,inevitables,inevitable
18202,osadía,osadía
18203,subterráneos,subterráneo
18204,sujetas,sujeto
18205,asignados,asignado
18206,bucear,bucear
18207,engañarte,engañar
18208,lupa,lupa
18209,metería,meter
18210,viga,viga
18211,caligrafía,caligrafía
18212,enterramos,enterrar
18213,inverso,inverso
18214,selectiva,selectivo
18215,traumas,traumar
18216,bombardear,bombardear
18217,picó,picar
18218,poseída,poseído
18219,privilegiados,privilegiado
18220,radiador,radiador
18221,alcantarillas,alcantarilla
18222,desperdiciado,desperdiciar
18223,ferretería,ferretería
18224,pensaremos,pensar
18225,recolectar,recolectar
18226,sarampión,sarampión
18227,señalada,señalado
18228,agarran,agarrar
18229,agarrando,agarrar
18230,cabales,cabales
18231,cardiaca,cardiaco
18232,desafía,desafiar
18233,desatado,desatado
18234,incendiar,incendiar
18235,joyero,joyero
18236,mezclados,mezclado
18237,tajante,tajante
18238,visitaron,visitar
18239,vivida,vivido
18240,viéndote,ver
18241,acompañando,acompañar
18242,burgueses,burgués
18243,disfrutes,disfrute
18244,parlamentarias,parlamentario
18245,yerba,hierba
18246,acelerando,acelerar
18247,enredo,enredo
18248,estudiantiles,estudiantil
18249,funcionaria,funcionario
18250,hidrocarburos,hidrocarburo
18251,pin,pin
18252,serví,servir
18253,volverían,volver
18254,alcanzarlo,alcanzar
18255,asignar,asignar
18256,burros,burro
18257,complementarios,complementario
18258,concluyente,concluyente
18259,congelando,congelar
18260,denominan,denominar
18261,descubriremos,descubrir
18262,detonación,detonación
18263,entenderán,entender
18264,escamas,escama
18265,expresivo,expresivo
18266,firmamento,firmamento
18267,regar,regar
18268,utilizaban,utilizar
18269,descendido,descender
18270,desperdiciando,desperdiciar
18271,elabora,elaborar
18272,inaugura,inaugurar
18273,interrogante,interrogante
18274,lugareños,lugareño
18275,mayúscula,mayúscula
18276,rodeaban,rodear
18277,suplementos,suplemento
18278,trecho,trecho
18279,uniones,unión
18280,amaban,amar
18281,contradictorias,contradictorio
18282,cuenco,cuenco
18283,despecho,despecho
18284,destrozados,destrozado
18285,genéticas,genético
18286,glándula,glándula
18287,lograría,lograr
18288,ocupaban,ocupar
18289,reclamando,reclamar
18290,retribución,retribución
18291,ruiseñor,ruiseñor
18292,sombría,sombrío
18293,andina,andino
18294,clavada,clavada
18295,despiadada,despiadado
18296,esperarme,esperar
18297,expresaron,expresar
18298,fascinantes,fascinante
18299,incidencias,incidencia
18300,persa,persa
18301,regresiva,regresivo
18302,tropezar,tropezar
18303,codicioso,codicioso
18304,confines,confín
18305,conquistó,conquistar
18306,edificación,edificación
18307,mestizo,mestizo
18308,misioneros,misionero
18309,permitimos,permitir
18310,promociones,promoción
18311,veintena,veintena
18312,albañil,albañil
18313,albedrío,albedrío
18314,chalecos,chaleco
18315,colgaba,colgar
18316,estrato,estrato
18317,eternos,eterno
18318,neblina,neblina
18319,palomar,palomar
18320,temblaba,temblar
18321,atraparme,atrapar
18322,calculo,calcular
18323,cuneta,cuneta
18324,evaluaciones,evaluación
18325,figurar,figurar
18326,hallaban,hallar
18327,incansable,incansable
18328,intentabas,intentar
18329,magnifico,magnificar
18330,masturbación,masturbación
18331,pegajosa,pegajosa
18332,salvadoreños,salvadoreño
18333,socialdemócrata,socialdemócrata
18334,aplicadas,aplicado
18335,avisaron,avisar
18336,contemplado,contemplar
18337,cretinos,cretino
18338,cruzaba,cruzar
18339,encargas,encargar
18340,ilícito,ilícito
18341,minucioso,minucioso
18342,moño,moño
18343,multiplicar,multiplicar
18344,represalia,represalia
18345,sabueso,sabueso
18346,trompa,trompa
18347,chiles,chile
18348,cubriré,cubrir
18349,educadores,educador
18350,esclarecer,esclarecer
18351,numeroso,numeroso
18352,perforar,perforar
18353,representativa,representativo
18354,saludando,saludar
18355,valoro,valorar
18356,cerrarse,cerrar
18357,dañados,dañado
18358,denuncian,denunciar
18359,disfunción,disfunción
18360,facilitó,facilitar
18361,percepciones,percepción
18362,psicópatas,psicópata
18363,terrazas,terraza
18364,vendaje,vendaje
18365,acogido,acogido
18366,consistió,consistir
18367,costarricense,costarricense
18368,levantaste,levantar
18369,péndulo,péndulo
18370,póster,póster
18371,universos,universo
18372,comprobaré,comprobar
18373,correspondió,corresponder
18374,cotidianas,cotidiano
18375,cupón,cupón
18376,palomino,palomino
18377,proyectado,proyectar
18378,transportado,transportar
18379,beneficiar,beneficiar
18380,escalofrío,escalofrío
18381,eventuales,eventual
18382,manipulando,manipular
18383,olvidaría,olvidar
18384,regalito,regalo
18385,salvamento,salvamento
18386,anticipada,anticipado
18387,cloaca,cloaca
18388,comerán,comer
18389,cálidos,cálido
18390,escrutinio,escrutinio
18391,llamame,llamar
18392,propiciar,propiciar
18393,sumido,sumir
18394,violadores,violador
18395,árbitros,árbitro
18396,comisaria,comisario
18397,gritarme,gritar
18398,liberando,liberar
18399,mangos,mango
18400,seudónimo,seudónimo
18401,visité,visitar
18402,cesárea,cesárea
18403,experimentan,experimentar
18404,sorprenderme,sorprender
18405,tuerto,tuerto
18406,amarrado,amarrado
18407,apache,apache
18408,campesinas,campesino
18409,clones,clon
18410,distrae,distraer
18411,ilustrado,ilustrado
18412,manejó,manejar
18413,medía,medir
18414,osado,osado
18415,pastelitos,pastelito
18416,principiantes,principiante
18417,sabotear,sabotear
18418,sorprenderá,sorprender
18419,tímidos,tímido
18420,vuelco,vuelco
18421,óperas,ópera
18422,adversidad,adversidad
18423,docencia,docencia
18424,inhibición,inhibición
18425,insultante,insultante
18426,penicilina,penicilina
18427,soltando,soltar
18428,turbio,turbio
18429,coacción,coacción
18430,fluidez,fluidez
18431,loto,loto
18432,reorganización,reorganización
18433,bailado,bailar
18434,calentador,calentador
18435,heredar,heredar
18436,liberarme,liberar
18437,lujos,lujo
18438,lúcido,lúcido
18439,páramo,páramo
18440,recordarán,recordar
18441,sacarán,sacar
18442,vacantes,vacante
18443,vandalismo,vandalismo
18444,úlceras,úlcera
18445,demorar,demorar
18446,directivas,directivo
18447,espantapájaros,espantapájaros
18448,gastronomía,gastronomía
18449,importarme,importar
18450,pagarles,pagar
18451,redondos,redondo
18452,tabú,tabú
18453,alcántara,alcántara
18454,argumentación,argumentación
18455,constar,constar
18456,contencioso,contencioso
18457,excremento,excremento
18458,gustabas,gustar
18459,libertador,libertador
18460,pliego,pliego
18461,retirando,retirar
18462,suecos,sueco
18463,alejaba,alejar
18464,alimenticios,alimenticio
18465,apoyarse,apoyar
18466,emisario,emisario
18467,panfletos,panfleto
18468,pastelito,pastel
18469,repuestos,repuesto
18470,tortillas,tortilla
18471,trampolín,trampolín
18472,turba,turba
18473,acantilados,acantilado
18474,anís,anís
18475,apagan,apagar
18476,astrónomo,astrónomo
18477,atreví,atrever
18478,cavernas,caverna
18479,condicionado,condicionado
18480,conectó,conectar
18481,envenenó,envenenar
18482,fieras,fiero
18483,huiste,huiste
18484,impedimento,impedimento
18485,menús,menú
18486,reseña,reseña
18487,abandonadas,abandonado
18488,abandonas,abandonar
18489,apoyarte,apoyar
18490,atribuir,atribuir
18491,burlan,burlar
18492,cambiaremos,cambiar
18493,entregaba,entregar
18494,espontaneidad,espontaneidad
18495,fuero,fuero
18496,gaviota,gaviota
18497,hepática,hepática
18498,localiza,localizar
18499,mirarse,mirar
18500,motocicletas,motocicleta
18501,participará,participar
18502,presagio,presagio
18503,quedaros,quedar
18504,reconocerá,reconocer
18505,rizos,rizo
18506,spot,spot
18507,tiernos,tierno
18508,tramitación,tramitación
18509,amados,amado
18510,ares,arar
18511,arrebatado,arrebatado
18512,asa,asa
18513,compartimiento,compartimiento
18514,contrasta,contrastar
18515,diminutos,diminuto
18516,dotada,dotado
18517,hubieron,haber
18518,insinuaciones,insinuación
18519,marcianos,marciano
18520,nado,nado
18521,permanecían,permanecer
18522,sensatez,sensatez
18523,sien,sien
18524,sácate,sácate
18525,accionar,accionar
18526,ahogarse,ahogar
18527,amorío,amorío
18528,aseguré,asegurar
18529,carnero,carnero
18530,cometemos,cometer
18531,comunal,comunal
18532,condominio,condominio
18533,consolidado,consolidar
18534,dócil,dócil
18535,expresaba,expresar
18536,financiado,financiar
18537,hurtado,hurtar
